"1" "2" "3" "4" "5" "6" "7"
"ENSG00000116285" 1.18670992520225e-05 1.52563442669896e-05 3.24051909028493e-05 5.23234743999557e-05 6.28060889190849e-06 6.93873098169654e-05 4.07876714683925e-05
"ENSG00000162426" 1.59581487783607e-06 1.83293866243204e-08 5.4228151922182e-12 5.38253079448923e-06 2.6349503683304e-06 9.58417244666173e-11 1.32812957819975e-11
"ENSG00000142599" 3.28013412678262e-05 1.63252232509226e-05 0.000144891032889058 0.000224074276565844 0.00029952850560461 0.00021856423817629 0.000321700265559155
"ENSG00000074800" 0.00212505101001562 0.00173401828903204 0.00137838940774846 0.000569035099585548 0.00184615079584224 0.00108205474450865 2.35412157290793e-07
"ENSG00000197241" 7.793019124047e-13 6.52865957665967e-13 1.7164021582624e-12 1.68792966166918e-12 1.84655027382373e-12 2.17779271126887e-12 1.80573123032541e-06
"ENSG00000142583" 9.43114144903669e-13 6.35641087115563e-13 4.7311980977337e-11 1.8774887952868e-12 4.45653090057326e-12 4.56126005882685e-07 3.1473793615282e-12
"ENSG00000180758" 1.58653304760336e-06 5.60876843191377e-11 4.18920560291534e-06 2.91920081897109e-06 3.83855573171755e-12 1.18663173951101e-06 7.1900925528768e-07
"ENSG00000049239" 5.36624270254013e-12 4.49402184633544e-06 1.06073932323399e-11 6.00298410357501e-09 4.75623047569217e-06 1.25540821622265e-05 1.03826017470926e-05
"ENSG00000171621" 1.93937791528792e-06 1.32315927833188e-06 8.98602341520305e-12 1.28247209659995e-11 1.02611148497932e-06 6.01610464229221e-10 1.82483845585249e-11
"ENSG00000171612" 2.73866346114841e-05 3.25906884346629e-05 3.21903444997752e-05 1.6889870299393e-05 6.75345466525288e-07 2.03800736325978e-05 3.25365015530481e-11
"ENSG00000188807" 4.02322431882747e-06 1.29838840649124e-05 3.37043818283068e-05 2.15766333018895e-05 3.93867316981693e-05 2.4211886052156e-05 2.54373389534076e-05
"ENSG00000171608" 2.4599785288704e-11 6.73183147510597e-06 6.08010532180828e-06 2.14230496917673e-05 1.68671580019046e-11 1.17057897933701e-05 1.0517346703506e-05
"ENSG00000171603" 5.0287218398451e-06 4.14867169962746e-05 3.74679682302491e-05 0.000149646503114124 3.76774074387638e-05 0.000136995248149455 0.000154609285696899
"ENSG00000178585" 2.68914921807e-05 1.9448068396518e-05 2.82106513491279e-05 2.46422280086637e-05 4.6129083824973e-05 2.61596330843752e-06 2.83006768093811e-05
"ENSG00000162441" 4.59119469412971e-05 6.15767669235936e-05 1.78007998904337e-07 9.2055418965091e-05 2.79581847453094e-10 4.03180440485262e-05 5.36937326272314e-05
"ENSG00000173614" 3.62339695025305e-06 1.01044889502334e-05 2.57055341845352e-08 1.87462941354792e-05 1.20555847789202e-11 1.78764502869518e-05 8.9898166231698e-06
"ENSG00000162444" 3.67065106762187e-06 4.97701369373343e-06 3.19254114333019e-08 9.17707180675917e-06 3.91336995756973e-06 1.10638567772565e-05 2.94664701165217e-10
"ENSG00000130939" 0.000101519636951249 7.80823013991995e-05 0.000133811205289605 4.08316965299392e-07 2.58830286989724e-05 4.53319569528989e-05 3.40172364393562e-05
"ENSG00000054523" 5.26930272407302e-05 8.11193950304633e-05 0.000111163306849441 0.000151761931878344 2.45622142439595e-05 0.000161765531556557 0.000223252826014182
"ENSG00000142657" 0.00021370328494892 0.000231813986389295 0.000296622490174209 0.000200923111611236 0.000329235876733488 4.36139016148094e-05 0.000193712504332951
"ENSG00000175279" 1.15962219286689e-05 1.80252153379385e-05 1.19055469362665e-05 1.38216108213272e-05 1.10903111447405e-05 2.02843139018622e-05 2.08583117516271e-05
"ENSG00000241563" 4.6800495326969e-13 9.14454460990532e-07 2.24537517121406e-12 1.80156030601456e-12 4.6608119832312e-12 2.031938579166e-12 2.62274211416745e-12
"ENSG00000160049" 5.11200238415637e-05 0.000113518174118251 9.67406786688922e-05 0.000158563777211497 3.35810367284461e-05 0.000198576524804616 0.000124926087607424
"ENSG00000142655" 6.28709308183968e-06 1.09367250922601e-05 1.3306265850775e-05 2.43233775943946e-05 2.31570215722944e-05 2.23584272668903e-05 4.62539884785593e-05
"ENSG00000130940" 3.02161278102512e-06 1.02209947857378e-06 3.97716037075518e-06 3.36081489027147e-06 3.30074403905107e-11 2.01448828436359e-06 1.38596507866896e-07
"ENSG00000175262" 1.27697106563205e-11 8.1462058298207e-13 5.02265053103141e-07 3.82747242314552e-08 1.7636762253864e-06 2.4170283001041e-11 4.17173767554766e-12
"ENSG00000120948" 0.000279185661832691 0.000308801624398086 0.000209941421460432 0.000286141617240894 0.000123588202442219 0.000180220356407169 0.000355203316536877
"ENSG00000009724" 1.31314108992742e-11 1.81177756333569e-12 5.86672266090615e-06 2.65258086184131e-06 5.01616762731134e-07 4.42561938806422e-06 1.58483681262588e-05
"ENSG00000116649" 9.79920208769466e-05 9.26792387140709e-05 0.000237098010028548 3.53095147498525e-08 0.000169776243299192 3.90386117903809e-05 7.03865673707372e-10
"ENSG00000171824" 5.23097424219585e-05 6.15147398157678e-05 8.41038572380429e-05 8.62055726353606e-05 5.48476036562116e-05 2.86396324275542e-05 7.929566616686e-05
"ENSG00000198793" 6.61187180973172e-05 5.54610162972751e-05 0.000104374300132583 1.77481045368941e-05 1.58857564839725e-05 4.72021290871847e-05 5.98073629554113e-05
"ENSG00000171819" 2.91369511767199e-12 1.52983731467576e-12 1.18603415535239e-06 4.04494449521868e-12 6.85188562179584e-12 9.03843329133934e-12 3.8303457931779e-12
"ENSG00000120942" 3.40793467709435e-05 3.4622977375295e-05 6.46359539690412e-05 4.2103042198458e-06 2.89396233565302e-05 3.96028744359546e-05 2.37262511421823e-10
"ENSG00000204624" 1.91701800345147e-06 1.45952327367753e-06 3.62864114433593e-06 3.01057382424736e-06 2.93060077687701e-06 1.82375107001688e-08 3.18003198624592e-10
"ENSG00000116661" 6.47934626169152e-06 6.78237419926941e-06 2.07118949567404e-05 1.66858526442221e-05 1.34455616298003e-05 1.74971702454751e-05 2.99105390239588e-10
"ENSG00000132879" 2.90688952262192e-06 2.31007222081122e-06 4.73486849453001e-07 3.49153333876892e-05 1.11595476810561e-05 2.28988317621109e-05 2.93000099401854e-05
"ENSG00000116663" 5.54634436717306e-12 1.14376948040682e-06 1.16670201871385e-11 2.04791196099417e-06 8.75628843833297e-09 3.02657240888632e-06 2.19106741075218e-06
"ENSG00000116670" 0.000124599701007941 9.01718510391106e-05 0.000203995371535589 0.00016655065449306 0.000467836745400178 0.000107654492593507 3.67887660994703e-05
"ENSG00000162490" 7.42182787341584e-05 3.52844906633875e-05 5.65984190381155e-05 0.000129396682027502 0.000174610676379577 8.4280683072814e-05 4.53532167140954e-05
"ENSG00000177674" 0.000112626231238037 0.000105025104441228 1.96540918125342e-05 0.00015367960955335 7.7476672529772e-05 0.000146718107818349 1.14439082565952e-06
"ENSG00000215910" 1.83515237223487e-12 1.34109641510257e-12 1.98952365961114e-12 1.40440423382579e-06 6.25619147099644e-08 1.07563078746589e-06 3.32620783275869e-12
"ENSG00000177000" 4.17856738584641e-06 1.13654618246816e-05 2.06378425604003e-05 2.28247750850424e-05 1.60458458483053e-05 1.21153492743361e-05 4.26654131281218e-05
"ENSG00000011021" 5.10152336765669e-06 1.16650820128148e-05 4.01780556487884e-05 2.98672676049738e-05 2.01354552826244e-10 1.59808400892865e-05 2.48410471674115e-05
"ENSG00000175206" 2.48630451910176e-07 6.89491952066933e-13 2.32978983357686e-11 3.84595800951794e-06 3.02048172381817e-12 2.52767787180764e-11 1.36420351716627e-06
"ENSG00000116685" 2.69593033000661e-05 4.73889403003945e-05 4.45153847287976e-05 4.86949337133802e-05 7.50219327034267e-09 4.90128173892847e-05 2.65162897077615e-09
"ENSG00000083444" 1.71244597465849e-11 2.51919714594579e-05 3.79881029496261e-05 6.91884007114498e-05 2.31588590271558e-05 5.99524958427657e-05 6.05223907244927e-05
"ENSG00000116688" 4.64855583398578e-05 5.53272893760778e-05 0.000125051606758732 3.34587993791707e-05 3.2332319780472e-11 2.19812962550103e-05 5.85988990406479e-05
"ENSG00000116691" 7.44826433602088e-05 7.57377019921393e-05 0.000118228061695722 0.000112730130833546 0.000153155455607035 5.02171286557998e-06 5.47446156777887e-05
"ENSG00000120949" 1.65968934754695e-05 7.0044903480005e-06 5.00216253844687e-05 1.29719319618058e-05 6.03075487834534e-07 2.50416173433926e-05 1.46743945515902e-06
"ENSG00000028137" 9.63459427579134e-07 4.72728028611588e-08 2.4531203077271e-06 5.99832073285106e-06 7.03574299491713e-09 7.57542203010315e-06 3.4162297832754e-11
"ENSG00000048707" 2.46779551011106e-05 1.21177472719611e-05 2.86384883459604e-05 2.31848915492143e-05 1.800065518773e-06 2.32534282491873e-05 4.80440322155593e-05
"ENSG00000162496" 3.30332940461243e-05 5.29370822459977e-05 0.000138671907601863 7.11529627902179e-05 0.000105152429284107 2.38371122765788e-05 0.000168653852548216
"ENSG00000204518" 5.06661408990904e-13 1.64935967635296e-12 2.96510043483425e-07 3.24045694455407e-12 2.35208409629183e-12 2.4341214949932e-12 2.55169762246606e-12
"ENSG00000188984" 5.75353914863202e-13 6.74583308836137e-13 1.48241733278415e-07 2.08224731603811e-11 3.31565361499795e-12 2.29236450856479e-12 2.41211213342777e-12
"ENSG00000179172" 2.18293693295571e-05 1.38671148461473e-05 3.2620776678172e-05 4.00271011137148e-05 2.39428071398563e-05 1.22087819729413e-06 1.49391922762093e-10
"ENSG00000162494" 1.37053725587842e-12 8.34432820977437e-13 2.19879055971968e-06 3.96602128310807e-12 6.63652645534136e-07 1.96378643273481e-11 2.91400907887767e-12
"ENSG00000162493" 5.03968271966386e-05 2.83880687409389e-05 0.000176501166556623 0.000160095426440521 6.69003214665312e-05 0.000225893494284299 8.75178111718121e-05
"ENSG00000116731" 1.0617137654566e-05 1.57478967787604e-05 3.02207584637316e-05 3.01507519021352e-05 2.92552516629815e-05 3.73018145330831e-05 1.77168956667703e-05
