"1" "2" "3" "4" "5" "6" "7"
"ENSG00000215915" 6.54168876600862e-07 7.56333173247374e-07 1.82190856137875e-12 9.05046139140783e-12 3.10217026896398e-06 1.8344357972262e-12 9.34277385477482e-13
"ENSG00000160072" 2.40389697211284e-08 1.05377881853691e-05 1.0090798501808e-05 3.76033644944625e-13 9.48454659123919e-06 2.59253604614347e-06 6.2062879694862e-05
"ENSG00000197785" 1.24971696480696e-05 1.42174628708737e-05 1.11419405024036e-05 4.40285005561293e-13 1.28368782285819e-06 9.10126202607334e-06 1.05608397629356e-05
"ENSG00000205090" 5.42797355933944e-14 4.24045921728146e-14 3.06667199732637e-13 6.55403161107698e-08 2.17572155069989e-13 1.48956017970511e-08 1.44571590007572e-13
"ENSG00000160075" 0.000229307125331235 0.000215073020197723 0.000222165706840769 1.40090559627553e-05 0.000124000940122659 8.71232941094599e-05 0.000211909525289227
"ENSG00000215014" 4.09476914477497e-07 4.86407233629048e-06 2.933971950424e-06 1.76726087537568e-13 3.08311325569495e-13 1.13812549466803e-13 1.35147999394844e-09
"ENSG00000228594" 8.56819369816732e-06 1.13387808130211e-05 1.29008521311969e-05 3.61873664650135e-12 4.97123647231475e-06 9.0016159420449e-06 6.79331274210046e-06
"ENSG00000197530" 7.73720954100342e-07 5.01790681881567e-06 1.0504609349092e-12 1.03842313968341e-11 8.624724160306e-13 1.06786834602522e-05 4.45522783308487e-06
"ENSG00000189409" 9.70969815774945e-14 4.2719047404045e-14 1.11664783390188e-13 6.63983499073427e-11 1.10290481194389e-13 7.50330077456856e-10 1.51820905160364e-06
"ENSG00000248333" 2.29838273959242e-05 5.15393127089234e-05 3.9637701498272e-05 4.46681037427929e-05 9.80447834749429e-12 4.43071496884098e-05 2.64654643464448e-08
"ENSG00000189339" 7.05615084836638e-06 8.69604821786142e-06 2.4978358043599e-05 2.11657672186022e-05 1.5512772480815e-05 2.74347091245334e-05 1.12080265414082e-10
"ENSG00000008128" 3.71979484228229e-05 5.11783812550528e-05 1.14742782836451e-05 2.19581346240129e-05 5.11586362036159e-05 8.69427148735319e-06 0.00010552771982999
"ENSG00000215790" 8.77581072881441e-14 3.27356261041812e-13 2.89748980652444e-13 1.61225078061755e-06 8.70117482175313e-07 2.27699554917548e-06 3.54045050919353e-06
"ENSG00000008130" 5.8959872186257e-06 1.18843209593909e-05 1.86477412897183e-07 1.07297836951321e-05 6.75910294005331e-06 1.34837456525556e-05 2.83588486449459e-05
"ENSG00000078369" 0.000333115675630633 0.000315637679264912 0.000309646874971621 0.000153969324898492 0.000209040890659703 7.5103790325368e-05 0.000182912758911365
"ENSG00000169885" 1.38908422688207e-13 3.02017405349412e-08 4.13304833406435e-14 8.25984318010497e-14 2.34865741660372e-09 6.94468685553756e-14 1.80293891496252e-13
"ENSG00000178821" 2.44681231151682e-06 1.8256792523848e-05 3.43511676723577e-13 4.5630567080293e-06 2.26434701144138e-13 6.99677185591989e-06 1.39748909329038e-06
"ENSG00000142609" 8.48619183500906e-14 5.12210418043523e-14 4.04958839376887e-13 1.1820063696675e-07 9.02748123330921e-14 8.44475331603497e-14 2.02400378519724e-13
"ENSG00000187730" 6.4996932431666e-14 5.11248370292174e-14 7.64074277209602e-14 7.4425717378692e-07 2.31059426839448e-13 9.63549020142232e-14 3.41973792682483e-06
"ENSG00000067606" 2.08229170243319e-11 7.74932058899795e-06 3.23304248439123e-11 6.11964945060398e-13 3.10233080617709e-06 4.65114542410345e-13 3.1704609958022e-05
"ENSG00000162585" 7.23312917556103e-08 3.44414367235487e-05 5.09563929181744e-06 4.21494241485052e-06 5.50735388541048e-13 4.43897614199067e-05 6.62974546218473e-06
"ENSG00000203301" 1.19503465553553e-13 5.88640613517522e-07 9.96601390701343e-14 1.69877177502777e-06 5.56501672810479e-07 4.159871823286e-13 3.94179957605903e-13
"ENSG00000157933" 1.41784840641417e-05 9.71696062251406e-06 3.36778309466347e-05 8.64351801787536e-13 3.01738941435434e-05 1.07302909982815e-05 9.21686758753045e-13
"ENSG00000116151" 8.27804874560039e-07 4.57936459697242e-06 2.25489155605797e-06 1.84564880822659e-06 1.64475515457514e-06 8.89579307271919e-13 7.38158985337415e-13
"ENSG00000157916" 1.40317077503909e-05 0.000112853539578736 4.85336665333681e-05 4.10200958407933e-05 5.35552696584077e-05 9.07248401894378e-05 0.000112121246703818
"ENSG00000157911" 1.25415875512354e-09 3.34168051331986e-06 3.85976564213487e-06 4.0637123739358e-13 4.80488100615521e-11 1.14747004589626e-12 2.40173479293279e-05
"ENSG00000149527" 9.38588241208374e-09 3.66862829486005e-07 1.26414982587133e-11 2.72837474070379e-07 1.1967343092236e-13 5.26315107251765e-13 2.58074799312181e-13
"ENSG00000157881" 5.49523010550646e-09 6.03336766776197e-13 2.55967773507678e-06 3.639848269916e-13 1.92102760950857e-05 6.38719776408784e-06 2.00314683663617e-05
"ENSG00000197921" 4.41380871293912e-14 2.91868408291365e-07 6.33474752728188e-14 4.19798069901727e-14 6.07820276726827e-12 6.74278280208725e-14 1.59892830886362e-13
"ENSG00000157870" 6.23178030125533e-06 1.22574580142726e-05 2.22282053417428e-05 4.15657058682724e-10 1.00932258285425e-05 8.12608243419184e-06 4.5593113563279e-05
"ENSG00000142606" 3.31433739854715e-14 7.84578523993342e-13 5.95135702652767e-14 9.10641833918303e-14 1.57884185428451e-08 7.61118796219593e-14 1.21655500695878e-13
"ENSG00000215912" 1.27914575568899e-06 1.30811992622556e-06 1.45680027060612e-13 9.76470461626771e-14 2.16136378981862e-07 1.89295483433684e-13 4.32629073203908e-13
"ENSG00000169717" 3.15068258786824e-14 1.00356340883956e-06 3.52786915596526e-14 4.43483289393194e-14 6.55310014733253e-14 8.68249538398748e-14 1.3461970693638e-13
"ENSG00000142611" 4.24092735655612e-14 6.8025706468422e-14 6.81115837613151e-12 3.72178809017199e-13 2.30888538275005e-08 8.34734904111859e-14 4.13027008136821e-06
"ENSG00000130762" 3.51720848377684e-06 8.24758581583565e-06 9.31674750139645e-06 1.2448612461205e-12 1.99507365872334e-06 1.1956258581664e-05 1.00045468091675e-05
"ENSG00000162591" 8.28926949126924e-14 3.37854243410826e-06 2.06032599988875e-13 1.4183264983156e-06 8.87154357380245e-11 3.04312577090625e-13 4.03352939738188e-13
"ENSG00000158109" 2.49314974296086e-05 1.49571300316161e-05 7.31444885271547e-05 7.21281564831748e-06 7.10774525771518e-06 2.32055310677305e-06 4.25427631795009e-05
"ENSG00000116213" 3.93324095899252e-06 2.40777585032875e-05 1.83784599722819e-05 4.73758646037056e-07 5.55159201252609e-06 1.52976925826222e-05 4.95736394547966e-05
"ENSG00000078900" 6.21311175933815e-11 1.80412923120167e-13 8.55506703663555e-11 8.21668918266157e-13 7.03758646502189e-06 3.63679066259536e-06 2.84190133541198e-06
"ENSG00000162592" 3.05506450190134e-07 3.4335139117949e-14 6.2582898200459e-14 1.08882181697854e-13 7.14012164163714e-14 1.820987560965e-13 1.39682869536855e-13
"ENSG00000235169" 5.25058127776552e-07 7.89571735528972e-06 3.56070458669991e-13 1.80549294409987e-06 1.33388518057093e-12 2.76429498181471e-06 1.28775369975859e-12
"ENSG00000130764" 5.25491050918522e-05 4.75934843021081e-05 6.04815944053135e-05 3.01440954095484e-05 4.73837365026427e-05 4.77853589182601e-05 3.29396711194997e-11
"ENSG00000116198" 7.19361771605708e-06 2.83001435799737e-05 8.47997170077082e-06 1.48611071532492e-05 3.17203722741921e-06 5.92020269827942e-13 2.5330810936126e-05
"ENSG00000169598" 6.52456204914876e-06 1.89588098180299e-06 2.53925804958233e-12 4.67448931781683e-06 1.10775513117349e-05 2.87038377986608e-06 1.17864348540319e-05
"ENSG00000198912" 7.70673721457711e-05 2.99307806890979e-05 5.16262470182655e-05 7.92505289213764e-05 7.95832040336297e-10 3.16929394820783e-05 1.12583987208025e-12
"ENSG00000196581" 5.44968295677165e-06 3.05247768328356e-13 1.21674037785347e-06 2.05691467654546e-05 2.10641596602809e-06 3.03972889462317e-06 8.00196771953705e-13
"ENSG00000131697" 2.40602777075665e-13 5.60767719334271e-10 1.07368094077121e-05 2.1486251125527e-13 1.62937015824506e-05 3.92034967349039e-13 1.39283189385209e-05
"ENSG00000069424" 5.060524823913e-06 1.32250228396852e-06 5.3197312738753e-06 5.71567247253141e-06 1.72501714828812e-13 5.60353348563732e-06 2.16112842830012e-11
"ENSG00000116254" 4.89821946998611e-14 5.61361513361711e-08 1.12521215730512e-13 1.10346985880712e-06 4.06102944933232e-07 1.66957920382981e-07 4.20617490614356e-13
"ENSG00000116251" 0.00128011519060318 0.000984266213268919 0.000741036411453302 0.0010179219814906 4.8669360348389e-05 0.000605094567120867 5.67607279421328e-05
"ENSG00000158286" 3.04538329322005e-06 3.01656797523362e-09 8.55217459895665e-12 1.10000961977056e-13 1.88505993394143e-06 1.9156681223241e-07 3.30051149534032e-13
"ENSG00000116237" 4.6280727995066e-05 8.71035786048472e-05 9.62546384738229e-05 1.11781207175929e-05 0.000111867939905775 5.51481750781164e-05 0.000119752613850796
"ENSG00000173673" 1.35011104088282e-06 1.67334151969239e-06 8.76731215356778e-07 5.05085233789843e-13 1.64095974987581e-13 5.83121498334691e-10 1.72819462450957e-12
"ENSG00000158292" 4.61623529218931e-06 1.26036319942396e-05 8.40684416884418e-06 6.55921280605912e-10 8.0086302561251e-06 1.54536604310578e-05 4.72462004790876e-05
"ENSG00000097021" 0.000117821611796102 0.000137275655548308 0.000117850313046087 3.25720541428306e-06 1.69049101073377e-05 4.41496229544246e-05 0.000221852786228377
"ENSG00000069812" 1.39092077002380e-12 1.59894697613402e-13 3.23826841810318e-07 6.91170866715013e-14 4.65958224702073e-08 3.26690547368492e-13 2.15973203807576e-13
"ENSG00000187017" 2.15612320369831e-06 1.34339842672571e-06 1.29391868360692e-06 3.30651620165012e-06 1.60386256227461e-13 1.60945413399248e-12 1.10650435920582e-12
"ENSG00000215788" 9.24688593767326e-10 1.33844841589101e-06 4.1206947092583e-07 4.38965217699101e-07 1.61772927269343e-13 3.28644565855026e-13 1.09645531880261e-05
"ENSG00000171680" 1.14738666239916e-06 3.72295228630421e-13 4.48136647466455e-06 4.60460709227369e-13 3.80113652055653e-06 3.59306426178368e-06 1.28190652299877e-05
"ENSG00000162408" 3.17920419753184e-05 6.38464850815805e-05 8.65521465218168e-05 2.25792971017298e-12 5.42922783755953e-05 5.50658659657202e-12 8.21930285425206e-05
"ENSG00000204859" 1.26000076098705e-07 1.2509470062445e-05 2.03884299076527e-06 2.12532296099813e-10 7.39016216004037e-06 3.8181329203009e-06 1.68774831447078e-05
"ENSG00000162413" 1.1380918700547e-05 1.50819936206034e-05 2.61690421725611e-05 1.59243958459315e-05 3.09804530663394e-05 2.15083659673285e-05 1.04390123853594e-05
"ENSG00000116273" 3.84475030685786e-05 2.3900820843075e-05 4.79393673244946e-05 5.39021439844101e-05 2.77161788440403e-05 1.25123618787959e-05 0.000106743918179292
"ENSG00000041988" 1.14175272520854e-05 2.00381389171026e-05 3.87114198302967e-11 5.59868471095865e-06 5.75739625211251e-13 5.94923035331586e-06 9.93330633474982e-06
"ENSG00000007923" 2.48976774862768e-05 4.49062872568961e-05 2.0227616931581e-05 4.68020345401726e-05 1.17908071809406e-06 3.23612858042307e-06 2.74829431122264e-05
"ENSG00000171735" 0.000341366577260009 0.000473861139927977 0.000118559402253345 0.000266201468432654 8.53872977163688e-09 0.000271211491824439 0.000347848970550398
"ENSG00000049245" 2.63527854769815e-05 5.22696360817308e-05 4.45971000090514e-05 3.63297178240047e-05 2.5858710066123e-05 3.39264142344194e-05 1.6430132299815e-05
"ENSG00000049246" 1.38611905361899e-06 2.96761117178767e-06 1.39027898518303e-05 2.15065936582127e-10 4.61211905579237e-06 2.4825075156802e-12 5.19749641962349e-05
"ENSG00000049247" 2.99596249728247e-14 1.08158448475552e-13 6.61249146163635e-14 6.12795866004253e-08 8.22799412121421e-14 6.47043060804193e-14 3.28045309270955e-11
"ENSG00000049249" 3.88322928197188e-14 4.88716333179989e-14 6.12639796530607e-14 1.5760094689053e-07 4.38114901939891e-14 1.00782311213848e-12 1.87638784143584e-13
"ENSG00000116288" 0.00129798301849929 0.00104383615401648 0.000419258568298344 0.00148105780518947 0.000308335615597223 0.000378585368287545 5.13985615047607e-07
"ENSG00000116285" 1.22331363361496e-08 3.92132348655063e-06 3.97304872411245e-05 2.48781563760839e-05 3.48510857234251e-05 3.86065680797094e-05 7.55079624926323e-05
"ENSG00000162426" 9.57428146386315e-13 1.74501633907626e-07 9.59192400968614e-14 5.84506008095664e-13 2.11118978389346e-13 2.02048341885264e-06 7.47024225351071e-06
"ENSG00000142599" 2.02853288471475e-05 1.51880832731203e-05 0.000110131901242659 9.64416752143953e-05 5.02712107597161e-05 0.000269350424562876 0.000392902964593032
"ENSG00000074800" 0.001959423899935 0.00186009807475341 0.00130137299831096 0.00195979233881182 0.000354733908220619 0.000536323418794938 0.00089179299345056
"ENSG00000197241" 8.39400365078783e-14 3.60389930505615e-14 9.24330798593024e-14 7.6815902147094e-14 7.78947538849545e-07 1.51357817806845e-13 1.67891431252948e-13
"ENSG00000142583" 2.97154130247222e-14 3.97424536174991e-14 7.30117636496947e-14 6.00383747387602e-14 4.99415829962113e-14 1.46832285504184e-08 1.49179190377631e-13
"ENSG00000180758" 2.8441071780097e-06 1.22395084926314e-13 2.62869131330652e-06 1.59622776083324e-13 1.03038085781786e-13 1.06637588491434e-12 2.60491889960811e-06
"ENSG00000049239" 2.47185813690667e-13 5.94699187458867e-06 3.27784935342502e-13 1.68579958900102e-13 2.01139218968006e-06 1.00245994303274e-05 3.96964633880374e-13
"ENSG00000171621" 1.9086562202754e-06 4.7985787943881e-07 4.92618960945874e-13 5.14259869446263e-07 2.91837957631835e-13 3.07988161125697e-13 1.48778923831582e-12
"ENSG00000171612" 2.40421719316589e-05 2.52738246162026e-05 3.04004170909173e-05 1.62806372197721e-05 7.09384240139161e-06 1.22728961727433e-05 4.31166558138289e-12
"ENSG00000188807" 3.82648809076312e-06 1.97290142383108e-05 7.78167608961794e-06 6.79805276089822e-06 1.18976234180301e-05 2.88088261216696e-05 2.39742967673874e-05
"ENSG00000171608" 2.66713054252133e-06 5.26380310739629e-06 2.36408712292798e-06 1.35100315419492e-09 1.16796961456574e-05 5.89844464507371e-13 3.89357156152931e-05
"ENSG00000171603" 1.27836761951267e-05 3.98513543298724e-05 3.35749153504183e-05 2.90773948736741e-05 8.59211250523778e-05 0.000104076774295938 0.000124840031247764
"ENSG00000178585" 1.05068391820966e-05 2.74201385503517e-05 3.26791987280915e-05 1.27825693754462e-05 4.52212300394115e-06 2.36744316313325e-05 6.31335880348213e-05
"ENSG00000162441" 4.21587320233989e-05 4.81906798373113e-05 1.2862336973612e-11 7.90915175211894e-05 5.95952827631361e-05 1.31721901965755e-07 3.61998978887051e-12
"ENSG00000173614" 7.38224961300049e-08 1.22249113860498e-05 3.68523302219421e-13 1.2445718746202e-05 1.13979855190902e-12 7.59183002238671e-13 4.14557136269279e-05
"ENSG00000162444" 2.33990214686407e-06 3.61525377725147e-06 1.37352752815815e-09 2.39892545027613e-06 6.33069595416578e-06 7.38351438474377e-06 2.01440197178725e-05
"ENSG00000130939" 8.94479203353939e-05 3.87257389961547e-05 0.00015243373362527 2.11280506655209e-11 5.69646881618821e-05 8.37751360116402e-05 9.82892636178876e-12
"ENSG00000054523" 6.97457048570905e-05 4.35937015995388e-05 0.000117113482400912 5.79715015005087e-05 0.000161236748321293 8.83527837096824e-05 0.0001262751483404
"ENSG00000142657" 0.000238215727908674 0.000268576058692443 0.000278756893934522 0.000118989010720698 0.000200231709960794 2.423903639675e-07 0.000178861711290035
"ENSG00000175279" 5.58538077474587e-06 2.08217095283909e-05 1.47250014419572e-05 1.18329579622793e-05 2.21331743218852e-05 1.06476180900212e-05 7.19386789695033e-09
"ENSG00000241563" 6.73019011456573e-14 1.43137715607206e-06 5.04741907853501e-14 4.17025433290034e-14 1.43506023914499e-13 1.41922501057721e-13 1.21706223810502e-13
"ENSG00000160049" 3.43725794469938e-05 0.000113602342138915 6.48734515173968e-05 9.84189179248696e-05 0.000138310930740093 1.69576483106269e-05 0.00014170595660769
"ENSG00000142655" 1.17872404345567e-05 5.27458467184042e-06 2.31312319990557e-05 6.50263032048712e-06 2.68310596263344e-05 1.37737688450651e-05 8.95841902646377e-11
"ENSG00000130940" 3.73450855766797e-06 1.82580242792307e-13 5.7563582906496e-08 1.71315200654446e-06 2.3014318196143e-06 3.86940194463553e-13 9.23986754274103e-06
"ENSG00000175262" 6.41265550664059e-14 1.21675664337958e-13 7.79825659020356e-08 8.69280986788982e-14 9.47989550383462e-14 1.535735983754e-06 5.20221300302993e-13
"ENSG00000120948" 0.0003898766928464 0.000247258813460013 0.00036106409179645 0.000265991964759268 0.000179388944131217 4.77262909950374e-07 2.54857201744766e-07
"ENSG00000009724" 2.48763760518716e-06 9.57827863945161e-14 1.08687616469918e-06 1.2972059531475e-06 5.48687429675022e-13 2.40521177753779e-06 9.29837018142125e-06
"ENSG00000116649" 6.2499498672472e-05 0.000127175502833374 0.000179970743299139 8.11677938900269e-13 4.86267921215593e-05 8.77988863629974e-05 0.000108172745104303
"ENSG00000171824" 4.14651420901263e-05 5.38511810149194e-05 7.50482448884714e-05 2.32805532384126e-05 8.18720899988813e-05 1.83821495090127e-06 7.63139969696234e-05
"ENSG00000198793" 4.25102011593134e-05 2.02221004215373e-05 7.93189689576768e-05 3.42628563161731e-05 8.2372410923576e-05 3.62888180278597e-05 1.68787081634866e-05
"ENSG00000171819" 3.83597754087453e-14 5.82676230757372e-14 2.03048603583181e-07 9.11152638853537e-14 8.70916489212261e-14 7.89881012948763e-14 4.95477968773582e-13
"ENSG00000120942" 1.42306745247296e-05 2.82024484055397e-05 4.17732873527154e-05 2.09534954287875e-06 2.79975080082297e-05 3.26361159655675e-05 5.40727396600601e-05
"ENSG00000204624" 1.21768584502831e-07 2.47567732102084e-06 3.11550549833527e-06 6.44553792208804e-12 1.66370699643795e-06 2.04250075308353e-11 3.71516689920525e-12
"ENSG00000116661" 9.40967778264038e-06 5.54130684556968e-06 1.22892999648498e-05 4.9325862889628e-13 2.82903461366469e-06 4.54491269989053e-06 4.23065683900764e-05
"ENSG00000132879" 1.48562400321853e-11 3.19167078895603e-06 3.50967212330099e-08 9.15448494019905e-06 8.6483643149244e-06 1.40158770057515e-05 3.3407342224815e-05
"ENSG00000116663" 3.9072405964895e-13 1.11919993087358e-06 2.19255061898981e-13 1.85432740213775e-13 1.76306977135287e-06 3.4187733255882e-13 6.21261983092138e-06
"ENSG00000116670" 6.95131609202816e-05 0.000216088733977056 7.42843474991685e-05 5.27706405070044e-05 5.4634474551631e-05 0.000137014880699569 0.000499205977557622
"ENSG00000162490" 3.6199166201052e-05 7.06833435807983e-05 8.0151290551381e-06 6.21520077172746e-05 8.97128266551148e-07 8.53160373105294e-05 0.000236604281730921
"ENSG00000177674" 7.32361081500542e-05 0.000113734158882216 1.98529823354207e-09 8.60867984093504e-05 4.83027859337225e-05 5.69514349338544e-05 0.000402503321768346
"ENSG00000215910" 9.58043692200185e-14 5.12055248914313e-14 8.66302082543653e-14 1.11387052977172e-13 1.04484682501385e-13 1.56609698624732e-07 1.2668422839793e-07
"ENSG00000177000" 8.89181755027667e-06 1.62847701663667e-05 3.06154260687308e-05 5.55338357814974e-06 7.81239159268328e-06 7.16250884708494e-13 1.72450246843294e-10
"ENSG00000011021" 8.93843233374935e-13 3.12695988753498e-06 2.22911416754315e-05 6.58086516599028e-07 5.04346897890927e-05 1.63467526306916e-05 3.7458972288216e-05
"ENSG00000175206" 9.10609850454427e-14 4.44802995360483e-14 1.30905141402667e-06 3.16152196311387e-13 1.14660578102423e-06 1.19221901336006e-13 7.44241384926751e-06
"ENSG00000116685" 9.14127885306886e-07 2.26176594936333e-05 3.44532757963929e-05 3.75447022966916e-06 2.52072747508356e-05 2.62373997537298e-05 6.6596073069013e-05
"ENSG00000083444" 8.86453777484324e-13 1.4423535422683e-05 5.64283229569911e-06 1.52611616844411e-12 7.92755961426674e-05 2.49943865204845e-05 9.1706938148045e-05
"ENSG00000116688" 2.91847475320927e-05 1.64247116311908e-05 0.000107978908635067 1.10346192405666e-12 8.40524789368178e-05 5.28394214529666e-05 1.36070548970459e-11
"ENSG00000116691" 4.50085446044739e-05 9.08864929490399e-05 0.000123830065339134 4.44777801266574e-05 1.89223967578591e-05 3.55071993421926e-05 0.000119904529323622
"ENSG00000120949" 2.92382251959113e-06 2.00942684583191e-13 2.26561935012269e-05 8.15486731177961e-06 3.76465666226235e-05 1.30084487866847e-05 2.37767288351158e-05
"ENSG00000028137" 3.58983701270666e-13 1.12778990450076e-13 6.69837300825687e-07 3.43817947483232e-06 1.39375241316868e-06 3.0205388359013e-13 1.55087555187952e-05
"ENSG00000048707" 1.51351159304455e-05 6.34994148725721e-06 1.64726805045664e-05 3.92661039508065e-05 2.41544965432351e-05 5.49550617847663e-06 1.10935989134689e-11
"ENSG00000162496" 1.69318283292955e-05 4.20041319984767e-05 7.5259570619739e-05 6.05168611624651e-11 5.74721170097664e-05 5.97305693168516e-05 1.06899676924394e-10
"ENSG00000204518" 3.48089288807016e-14 2.69205637323213e-13 8.98041930743483e-14 4.5263759511957e-14 1.94736542934982e-07 1.16283628872366e-13 1.37410934889853e-13
"ENSG00000188984" 5.94970650459698e-14 5.82371679610813e-14 1.14533050135041e-13 3.65614698641005e-14 4.72664723841598e-08 3.83293240087626e-13 2.82240916978224e-10
"ENSG00000179172" 4.66285430293284e-06 3.16678765375399e-07 1.1677591358329e-05 7.28534369473713e-11 1.00611158965735e-05 4.97966540287461e-06 2.36594627382384e-05
"ENSG00000162494" 1.44491909704116e-13 4.04124511554828e-07 1.75668153342668e-06 1.09083342318958e-13 2.08812902967893e-13 9.34810611690959e-13 1.44659394019976e-12
"ENSG00000162493" 2.01153563046784e-05 1.31615649619569e-05 9.96055948896221e-05 5.28059568128146e-05 0.000109549161318346 0.000153541176478866 0.000395078160208723
"ENSG00000116731" 1.45044052015662e-05 1.20468881804766e-05 1.33195956539207e-05 1.09438923020815e-05 2.70873340701465e-05 1.33609105885292e-05 4.41812205489899e-05
