"1" "2" "3" "4" "5" "6"
"ENSG00000028137" 3.03805612613796e-06 7.37350649186951e-14 1.76827400394263e-06 1.33853573539764e-12 8.47662408660405e-08 8.85569769754702e-06
"ENSG00000048707" 2.11860081214467e-05 7.35253892416009e-06 1.65743824114099e-05 1.62359104630206e-05 6.74665841557032e-06 7.6885922990643e-05
"ENSG00000162496" 2.83495732466708e-05 4.63923188328007e-05 8.94213194156984e-06 5.70418673747384e-05 8.67975854813465e-05 6.04145277848864e-09
"ENSG00000204518" 5.80223274895677e-14 1.12244003934327e-07 3.29490559026895e-14 3.68328947989433e-11 1.94054008835541e-13 2.83343270083713e-13
"ENSG00000188984" 5.49129505667516e-14 4.74302313165535e-14 4.42281281668766e-14 3.65085285941533e-12 5.41542432576475e-08 1.53954594682203e-13
"ENSG00000179172" 8.99606531761466e-06 1.45148745702655e-06 3.04875681370766e-06 7.76847896481242e-06 1.48301350106899e-05 2.84730913295365e-12
"ENSG00000162494" 7.41756288462085e-14 2.42511456238377e-07 1.29795356103173e-13 2.31768063148451e-13 2.67825938801806e-06 2.42887201673408e-13
"ENSG00000162493" 8.59000441341787e-05 1.33079164152976e-05 5.29815046738177e-05 0.000137303063488192 0.000177723854601375 0.000118280058622475
"ENSG00000116731" 1.45843046711997e-05 1.22225851559224e-05 1.10146460694069e-05 2.61431068098505e-05 1.79462404936862e-05 4.09307171747184e-05
"ENSG00000189337" 9.31599926337983e-06 9.94371772127696e-13 1.06355808126048e-05 1.07966893978048e-05 4.43807678322474e-10 4.96627046815609e-05
"ENSG00000171729" 7.20255061796617e-06 7.98968188345191e-06 1.23935387730478e-06 2.06137213399816e-05 2.33472883002816e-05 5.00317280614513e-05
"ENSG00000204464" 7.87178136372423e-14 6.46689584208865e-07 3.63295220699607e-13 2.77068648762226e-13 1.72324423431217e-08 3.46888691416007e-13
"ENSG00000142621" 4.42549239111973e-07 4.17914464144472e-06 2.25151206652237e-13 1.78791928881599e-13 8.90799843901585e-13 2.58318473959462e-05
"ENSG00000142634" 5.62251020995079e-06 1.54964732000133e-05 7.04575655337742e-06 5.52707643354566e-06 3.68490146404985e-06 5.29922497410488e-12
"ENSG00000162438" 1.0224818374217e-13 6.10206104079254e-14 2.9902296428057e-14 5.61286234424133e-09 7.36551690925035e-14 3.76568119174049e-13
"ENSG00000142615" 3.62924708636951e-14 9.10247632491827e-09 2.99025236172152e-14 6.4513811874825e-14 5.92988057749282e-14 2.57441183054323e-13
"ENSG00000132906" 9.13330568886384e-08 2.19421034909351e-05 1.4942207481372e-05 1.28668105845529e-11 2.50236571996312e-09 4.91992857239814e-05
"ENSG00000116138" 2.3482004120999e-05 8.93121064544461e-06 1.81744033771548e-07 5.19178751974462e-05 2.6510798580885e-05 0.000110457447599378
"ENSG00000116771" 5.13643879603582e-06 3.54512484667024e-06 4.82197325314173e-06 5.14211352944232e-13 1.19262234286253e-06 5.70081061851075e-12
"ENSG00000197312" 8.20707192283414e-05 3.45133369561283e-05 2.71000157791427e-05 9.24688908972385e-12 0.000130689956324095 0.000137041884738939
"ENSG00000116786" 1.29400557353741e-05 2.08248267395692e-05 1.01783262319006e-05 1.18883829595633e-05 3.71639847230992e-05 1.03595886209108e-11
"ENSG00000162461" 1.77652082956854e-13 6.3931864683966e-07 7.94953985991492e-14 5.36540030275336e-07 5.92101529441363e-13 3.6980720468978e-06
"ENSG00000162460" 1.01090373966806e-13 7.37142963305365e-07 6.58965852339691e-14 2.3848181719218e-13 1.83664318870119e-08 2.92990803790851e-13
"ENSG00000162458" 3.77534759885215e-05 3.10967217094637e-05 1.14550010420719e-05 3.84330024250564e-05 8.47980308755677e-05 0.000126260425584163
"ENSG00000065526" 6.94860857315755e-05 1.56477128656503e-05 1.22561448526068e-05 0.000111700868069054 0.000112275240958097 0.000105651486095084
"ENSG00000116809" 1.56103661625611e-06 3.6452139353335e-06 3.6856698070119e-06 1.61789069799452e-05 1.51595852871542e-05 2.24474881209664e-12
"ENSG00000183888" 9.10729788895291e-14 7.41242979924851e-14 2.38625707535928e-08 2.52885000660464e-08 3.06604639636317e-11 2.6078335289209e-08
"ENSG00000173641" 4.18866130502016e-13 2.06645926515747e-07 5.10741876035956e-14 6.67588546886108e-08 1.12481893398427e-13 1.22958740635804e-12
"ENSG00000186510" 6.23625808569717e-13 1.70698966742268e-13 1.2505026769028e-06 2.46853064943357e-13 2.04927160521619e-13 5.49930559138814e-06
"ENSG00000184908" 1.38074837954755e-06 1.53965965708603e-13 3.36153844816716e-08 1.11110529971783e-06 8.03890610077969e-13 3.90545375165348e-13
"ENSG00000185519" 4.04220678954789e-14 1.07697542153038e-13 1.22702404124883e-13 1.03249430627962e-06 9.36584986117186e-14 4.58221071096639e-08
"ENSG00000142627" 8.25951276672577e-06 1.59324306885385e-06 3.59309729949511e-06 2.5313357093936e-05 1.17323416208203e-05 5.54301926143379e-06
