"1" "2"
"NA19239.1.A01" 0.938690593328029 0.0613094066719715
"NA19239.1.A02" 0.96483977302264 0.0351602269773598
"NA19239.1.A04" 0.708625229976441 0.291374770023559
"NA19239.1.A05" 0.982208380325837 0.017791619674163
"NA19239.1.A06" 0.96353282283773 0.0364671771622701
"NA19239.1.A07" 0.747335660031935 0.252664339968065
"NA19239.1.A09" 0.79808071490882 0.20191928509118
"NA19239.1.A10" 0.733303653367687 0.266696346632313
"NA19239.1.A11" 0.905786235694289 0.0942137643057113
"NA19239.1.A12" 0.63301511534702 0.36698488465298
"NA19239.1.B01" 0.87542896826266 0.124571031737339
"NA19239.1.B02" 0.934149429443014 0.065850570556986
"NA19239.1.B03" 0.980201608763461 0.0197983912365388
"NA19239.1.B04" 0.933071867827528 0.0669281321724723
"NA19239.1.B06" 0.392191308424974 0.607808691575026
"NA19239.1.B09" 0.737663064891641 0.262336935108359
"NA19239.1.B10" 0.88786850420426 0.11213149579574
"NA19239.1.B11" 0.581281756060357 0.418718243939643
"NA19239.1.B12" 0.625248895366247 0.374751104633752
"NA19239.1.C01" 0.902724119353546 0.0972758806464536
"NA19239.1.C02" 0.954883082861108 0.0451169171388916
"NA19239.1.C03" 0.804749624475581 0.195250375524419
"NA19239.1.C04" 0.781107205697867 0.218892794302133
"NA19239.1.C05" 0.703999598927231 0.296000401072769
"NA19239.1.C06" 0.919474546647685 0.0805254533523155
"NA19239.1.C07" 0.938480245310554 0.0615197546894464
"NA19239.1.C08" 0.88280961375739 0.11719038624261
"NA19239.1.C09" 0.966215359979589 0.0337846400204106
"NA19239.1.C10" 0.967446477775623 0.0325535222243772
"NA19239.1.C11" 0.922300518974509 0.0776994810254909
"NA19239.1.C12" 0.766966807340636 0.233033192659364
"NA19239.1.D01" 0.629259626412091 0.370740373587909
"NA19239.1.D02" 0.979456791765542 0.0205432082344584
"NA19239.1.D03" 0.780305759443894 0.219694240556106
"NA19239.1.D04" 0.802217758344676 0.197782241655324
"NA19239.1.D05" 0.965772445153047 0.0342275548469532
"NA19239.1.D06" 0.945199455263123 0.0548005447368771
"NA19239.1.D07" 0.701935886674985 0.298064113325015
"NA19239.1.D08" 0.717801969119551 0.282198030880449
"NA19239.1.D09" 0.367191257155979 0.632808742844021
"NA19239.1.D10" 0.969759540117055 0.0302404598829449
"NA19239.1.D11" 0.842919496307287 0.157080503692713
"NA19239.1.D12" 0.95284443374919 0.0471555662508102
"NA19239.1.E01" 0.404546485799962 0.595453514200038
"NA19239.1.E02" 0.907103749990681 0.0928962500093186
"NA19239.1.E03" 0.834115030704589 0.165884969295411
"NA19239.1.E04" 0.93871346029207 0.0612865397079295
"NA19239.1.E05" 0.52854646710844 0.47145353289156
"NA19239.1.E06" 0.937854299406339 0.0621457005936613
"NA19239.1.E07" 0.90501969679711 0.0949803032028895
"NA19239.1.E08" 0.883626272027619 0.116373727972381
"NA19239.1.E09" 0.874904332119755 0.125095667880245
"NA19239.1.E11" 0.905364725150578 0.0946352748494218
"NA19239.1.E12" 0.720053196773583 0.279946803226417
"NA19239.1.F01" 0.91938775959651 0.0806122404034896
"NA19239.1.F02" 0.952847458343963 0.0471525416560366
"NA19239.1.F03" 0.804025034152575 0.195974965847425
"NA19239.1.F04" 0.978180581015991 0.0218194189840093
"NA19239.1.F05" 0.341268588880818 0.658731411119182
"NA19239.1.F06" 0.979180151643417 0.0208198483565832
"NA19239.1.F07" 0.966931300481527 0.0330686995184734
"NA19239.1.F08" 0.893795633629986 0.106204366370014
"NA19239.1.F09" 0.722480322890141 0.277519677109859
"NA19239.1.F10" 0.733032043178403 0.266967956821597
"NA19239.1.F11" 0.673271853009816 0.326728146990184
"NA19239.1.F12" 0.982214008970171 0.0177859910298293
"NA19239.1.G01" 0.479832687071234 0.520167312928766
"NA19239.1.G04" 0.888884367193679 0.111115632806321
"NA19239.1.G05" 0.690362729483622 0.309637270516378
"NA19239.1.G06" 0.940126450876762 0.0598735491232378
"NA19239.1.G07" 0.937299599305472 0.0627004006945282
"NA19239.1.G08" 0.958039130678744 0.0419608693212561
"NA19239.1.G09" 0.742158589334418 0.257841410665582
"NA19239.1.G10" 0.71091316623698 0.28908683376302
"NA19239.1.G11" 0.964338396642774 0.0356616033572263
"NA19239.1.G12" 0.603817353054796 0.396182646945204
"NA19239.1.H01" 0.649881622478737 0.350118377521263
"NA19239.1.H02" 0.67361270585007 0.32638729414993
"NA19239.1.H03" 0.595461104361046 0.404538895638954
"NA19239.1.H04" 0.506454712857825 0.493545287142175
"NA19239.1.H06" 0.821325816626234 0.178674183373766
"NA19239.1.H08" 0.647328258850122 0.352671741149878
"NA19239.1.H09" 0.663381303771172 0.336618696228828
"NA19239.1.H11" 0.831326144061766 0.168673855938234
