"1" "2" "3" "4" "5"
"ENSG00000102977" 0.000914641260219746 0.000107095006158902 0.000974616102897544 1.52811528408783e-08 0.00138869966443001
"ENSG00000119640" 0.000146850309747437 0.000787599936102978 0.00231195989354915 0.000595464491895731 0.0043571119771267
"ENSG00000154734" 6.20792869067862e-09 6.32072643258407e-09 7.66578837144494e-09 6.26085949472828e-09 7.75176214767685e-09
"ENSG00000088448" 0.00245143055130239 0.00274136660450499 0.00234910805658776 0.00109780560548195 0.000363577340313042
"ENSG00000169188" 0.00012781538605594 0.00117571388655707 0.00157887747221751 0.000284811353505125 0.000687362208625736
"ENSG00000134884" 0.000649613559071271 0.00540179068596374 0.0049850921118766 0.00208840046482085 0.00296488273879187
"ENSG00000156802" 7.36785472585466e-08 0.00269600647386259 0.00206903279731949 0.000897691251989197 0.00896609599471407
"ENSG00000138376" 0.000146178062100141 0.0010283092853009 0.00260231918513763 0.00132327548031942 4.71868847030614e-07
"ENSG00000166164" 0.00101597391749344 0.000473243061513633 0.00135436665073859 0.000239110776849758 0.000596945967030951
"ENSG00000170270" 0.000833370006957598 0.00045702869050048 7.3897190395186e-08 1.86399929961395e-08 0.000697063126508683
"ENSG00000117616" 0.00103798436984033 0.00167284698060005 0.000294989113564826 0.000915687164797547 0.000449325917280232
"ENSG00000180354" 3.28483183773891e-08 9.67759068103047e-09 3.02757299608241e-08 6.64172718894809e-09 2.10318273332053e-05
"ENSG00000131375" 0.000880214871234418 0.000693644866815061 0.000262488396988014 5.00137641116938e-05 3.87521777733016e-08
"ENSG00000106144" 0.00161509354406152 7.78835672056743e-05 2.91844868797281e-08 1.45511500002775e-08 0.000987192205342224
"ENSG00000105173" 0.000256945685701778 0.000508217241922273 0.000142617809655159 0.000123095015878444 0.000108716167021128
"ENSG00000175305" 0.000102238359685724 1.18700641195331e-08 2.60126961772003e-08 7.94325807789642e-09 0.000757885621412112
"ENSG00000164045" 1.04906177936744e-06 0.000303737867270715 0.000119241074387802 7.42822179941613e-05 0.00101611835637022
"ENSG00000094804" 0.000357892864839872 0.000533515440291606 0.00161376875717144 0.000216351846935103 0.00256548308023653
"ENSG00000144354" 0.000538763571333975 0.00022583483895645 7.99006525865913e-08 0.000117040971415755 0.0019626289930127
"ENSG00000164649" 0.00273404979283156 0.000327469267671878 0.0013247961230834 0.000725427787503728 0.000482913201684108
"ENSG00000166037" 0.00115044668581336 0.00161989511438092 0.00673749542952657 0.00196475440117065 0.00386164208837624
"ENSG00000167670" 5.07481833831308e-08 0.000455159511877952 7.1184561615129e-05 0.000372616632784633 0.00162837339782146
"ENSG00000159259" 3.89338743516317e-07 0.000141703971489681 0.000280776637781088 6.25469250629393e-05 0.000708402228354289
"ENSG00000092853" 0.000333619182170239 0.000367023536041041 0.0015162017084461 6.0947910791459e-05 0.00296454251412931
"ENSG00000137504" 0.00131406958023423 0.00161042683989308 0.00115726188700753 0.000430508047834555 0.00035268650726735
"ENSG00000117984" 0.000500830821570998 0.000334405849551628 0.000532787086562724 0.000312117405650487 2.22264613749261e-07
"ENSG00000083520" 0.00405562519333338 0.00118689326490565 3.52194788957375e-05 0.000741203614973077 1.2000666445005e-05
"ENSG00000102580" 0.000574330475188781 0.00249410453117056 0.00651253623556438 0.000957279900347165 0.000302940669650958
"ENSG00000159147" 0.000449594473875386 1.39126554208932e-08 0.00164829847075173 1.34760468656917e-08 0.000175483917471002
"ENSG00000136982" 1.18541985313128e-08 0.000246584452531508 1.7168576356718e-08 1.39943866663731e-08 0.00104700394364057
"ENSG00000143476" 0.000972615273456124 0.000499974571038863 0.00168907579412333 3.86290928226387e-08 0.0017355069198653
"ENSG00000101412" 0.000203234384819894 3.86278848400892e-07 2.33218437162794e-08 0.000177723147868572 0.000622129990604924
"ENSG00000144895" 0.00267910752652611 0.00404211221184357 0.00649139508961983 0.00125936668212906 0.00117975367661893
"ENSG00000139684" 0.00602627407006411 0.00377476622655065 0.00258108463119691 0.00118440572151514 0.00329375641026495
"ENSG00000154124" 5.8157958210214e-08 0.00148774401481609 0.00228748326011792 3.51830274692053e-08 0.00037435558536746
"ENSG00000187866" 0.000591540853554211 3.040308838933e-08 0.000675751186707317 3.05910064808971e-05 0.000163675371804218
"ENSG00000160688" 4.13312469691268e-08 0.00173622743003608 0.00081830802456738 0.000201364845796198 0.000884319742928525
"ENSG00000131153" 0.00129703882364548 0.000580578111822862 0.00063664473642471 0.00041382544102463 0.00705466131106757
"ENSG00000181938" 3.99143372500654e-08 1.53859106727419e-08 0.000329543782555002 2.41516541408223e-05 0.00054347354574575
"ENSG00000112312" 0.00038475064203069 0.00118225723249029 4.77335590234785e-05 0.000565475752762666 0.00632448572706616
"ENSG00000119969" 6.12995136844388e-05 0.00174589646945598 0.00322460932706667 0.000376821067860151 0.0119981519909549
"ENSG00000182742" 6.71993743062036e-07 0.000668813148654699 0.000170292598859797 0.000335115597915969 0.000341883192483691
"ENSG00000174775" 9.71009396927268e-05 0.000152830856846423 5.1709165276753e-05 1.90436108623919e-08 0.000608945521467037
"ENSG00000025156" 0.000133389995988212 0.000258130284458668 0.000539602290297792 0.000265677516887698 0.000286920733095855
"ENSG00000171105" 0.000638591372000696 0.00224243978888289 0.00109994143213001 0.000669895811226931 1.3936251587259e-05
"ENSG00000164941" 0.000780880164277528 0.000295318017294516 0.00159551980322032 3.50372972775726e-05 3.03516945573984e-08
"ENSG00000116679" 0.00226037967189736 0.00051757766095272 0.00637634389495495 0.000682298230553963 0.00169016937357329
"ENSG00000168116" 0.000547823001577445 0.000689919738289341 0.00147538329475065 0.000460460209191052 0.00081454073485343
"ENSG00000113441" 0.00761986478095187 0.00506054905140528 0.00261588357624027 0.00213143109386126 0.000754228712610419
"ENSG00000108848" 0.00847798453985175 0.00762045183241184 0.00935744714275609 0.00255328992257467 0.00265584090277228
"ENSG00000073111" 0.00254052644076442 0.000560402153029933 0.000939179666102593 7.96816959583717e-05 0.00439046079188107
"ENSG00000104738" 3.12807781752709e-05 0.000597560396204645 1.88504495663676e-05 1.47205838104085e-08 0.00534472326510873
"ENSG00000100297" 0.00192784557922124 0.00215829273119842 0.000871521287836094 1.03025852417132e-06 0.00572314352411576
"ENSG00000076003" 0.00220522639391508 0.000622797191171073 0.000137515279305551 4.12636497227256e-08 0.00484066260501443
"ENSG00000111554" 1.81675759981695e-06 0.000293508457936017 0.000809382171880975 1.52152601856196e-08 8.0316068850953e-08
"ENSG00000108590" 0.00172787653283665 0.00145537441021106 4.11596848002015e-08 0.000992780518694496 0.000479075532896093
"ENSG00000037757" 0.000172256216103445 1.53617833192018e-08 2.1445336472224e-07 6.30176596225228e-05 0.000634415695996407
"ENSG00000095002" 0.000242747834255389 0.00129239872959105 3.38465147970188e-08 0.000932562015585202 0.00111095642002488
"ENSG00000132780" 0.00149045233758707 0.001310122153591 0.00265696785215899 0.00152741839671374 0.00608109247381782
"ENSG00000114857" 0.00195592308514919 0.00269153240029945 0.00880303091405692 0.00434404257958718 0.00156737364810167
"ENSG00000149308" 0.0017397879331422 0.00220231486880497 0.000302749564549682 0.000993592591237113 9.51323166421308e-08
"ENSG00000120253" 2.11213138373504e-07 0.000372835859111915 0.000714317467740429 0.000679796967792378 0.00143642761488103
"ENSG00000085840" 0.000326123844920419 2.41694066514494e-08 0.00027737600588606 8.64325893869519e-08 0.00217972038140074
"ENSG00000079156" 6.20792869067862e-09 6.32072643258407e-09 7.66578837144494e-09 6.26085949472828e-09 7.75176214767685e-09
"ENSG00000125779" 0.00192339604326203 3.45805192356027e-08 8.69040829532489e-08 4.56450593496576e-08 0.00141447915035967
"ENSG00000169851" 6.75447363041974e-05 7.15569497641454e-09 7.78796877166169e-09 7.17254352442392e-09 1.01402391617424e-08
"ENSG00000132646" 0.001520820106175 0.0017170678433291 0.00168475267268529 0.000506961217864973 0.0169414712636148
"ENSG00000182378" 0.000291878702706762 8.98801286746577e-05 0.000337168700684264 0.000513455356789605 0.00038304622578962
"ENSG00000064933" 0.00122285789439373 0.000965402117485324 0.00066283498980732 0.000179768421913346 0.0020680625213703
"ENSG00000100941" 0.00365883992294049 0.00390034835328206 0.00590574411433945 0.000911276226213967 0.00372577934563565
"ENSG00000077514" 0.00152517027478903 9.76899794903278e-05 0.00165954485300943 0.000215221197789175 0.00478133062409614
"ENSG00000112210" 6.20792869067862e-09 6.32072643258407e-09 7.66578837144494e-09 6.26085949472828e-09 7.75176214767685e-09
"ENSG00000160957" 2.96382861710547e-06 4.92739634083325e-05 5.11827598118556e-08 9.153303202752e-05 0.000581579032108962
"ENSG00000175643" 8.06978871833936e-08 0.000340350519121886 5.68384056204064e-05 5.70820016655119e-05 0.00133092660474428
"ENSG00000125352" 1.68866198014166e-05 1.02873527356202e-07 0.0026479373807786 1.81709152460693e-08 2.28214338592172e-08
"ENSG00000185946" 0.00197453661802688 0.000667422947286889 0.00246610186960208 0.000612526953787825 6.74693688129158e-08
"ENSG00000008952" 0.0123575440144767 0.0118191709817341 0.0183283977528717 0.00747052653971201 0.00385840710807546
"ENSG00000145604" 2.16494571992261e-08 0.000492045068319567 0.000673321140833495 0.000293764839205338 0.000544792453853764
"ENSG00000163950" 0.00224468757330568 0.000736611083989269 8.17074954444908e-08 4.42287145126966e-08 0.00276663727321411
"ENSG00000114120" 0.00245790054747821 0.00785943512438072 0.00846179337051181 0.000992686697527907 0.000467618474210836
