"1" "2"
"NA19098.1.A01" 0.82160479062891 0.17839520937109
"NA19098.1.A02" 0.909571954076483 0.0904280459235169
"NA19098.1.A03" 0.845198833408892 0.154801166591108
"NA19098.1.A04" 0.828333896484188 0.171666103515812
"NA19098.1.A05" 0.884300195998767 0.115699804001233
"NA19098.1.A06" 0.922408148066648 0.0775918519333525
"NA19098.1.A07" 0.892723822675294 0.107276177324706
"NA19098.1.A08" 0.941307704533691 0.0586922954663093
"NA19098.1.A09" 0.928705501176237 0.0712944988237632
"NA19098.1.A10" 0.941794257965769 0.0582057420342308
"NA19098.1.A11" 0.875548874024458 0.124451125975542
"NA19098.1.A12" 0.94281486331695 0.0571851366830495
"NA19098.1.B01" 0.954205903070926 0.0457940969290735
"NA19098.1.B02" 0.927078088667637 0.072921911332363
"NA19098.1.B03" 0.830676321611884 0.169323678388116
"NA19098.1.B05" 0.919188307388454 0.0808116926115464
"NA19098.1.B06" 0.869334056891679 0.130665943108321
"NA19098.1.B07" 0.950794919263277 0.049205080736723
"NA19098.1.B08" 0.951437286608309 0.0485627133916907
"NA19098.1.B09" 0.848499002169292 0.151500997830708
"NA19098.1.B10" 0.711500645425748 0.288499354574252
"NA19098.1.B11" 0.849518520416094 0.150481479583906
"NA19098.1.B12" 0.946729115164014 0.0532708848359857
"NA19098.1.C01" 0.927471143506671 0.0725288564933294
"NA19098.1.C02" 0.938987834315379 0.0610121656846206
"NA19098.1.C03" 0.889159751100114 0.110840248899886
"NA19098.1.C04" 0.88307236231302 0.11692763768698
"NA19098.1.C05" 0.867142710947291 0.132857289052709
"NA19098.1.C06" 0.901048410012586 0.0989515899874139
"NA19098.1.C07" 0.938752751000476 0.0612472489995238
"NA19098.1.C08" 0.84880908976887 0.15119091023113
"NA19098.1.C09" 0.898209564519271 0.101790435480729
"NA19098.1.C10" 0.951275346222924 0.0487246537770756
"NA19098.1.C11" 0.930192955299005 0.0698070447009952
"NA19098.1.C12" 0.821469464727257 0.178530535272743
"NA19098.1.D01" 0.838631434878863 0.161368565121137
"NA19098.1.D02" 0.902158563825176 0.0978414361748242
"NA19098.1.D03" 0.949108211579647 0.050891788420353
"NA19098.1.D04" 0.909584441784797 0.0904155582152032
"NA19098.1.D05" 0.774758864147518 0.225241135852482
"NA19098.1.D06" 0.942964518112917 0.0570354818870827
"NA19098.1.D07" 0.60843738355493 0.391562616445071
"NA19098.1.D08" 0.87728871430479 0.12271128569521
"NA19098.1.D09" 0.85668225621581 0.14331774378419
"NA19098.1.D10" 0.913837781983305 0.0861622180166946
"NA19098.1.D11" 0.830651574504017 0.169348425495983
"NA19098.1.D12" 0.957806915039495 0.0421930849605049
"NA19098.1.E01" 0.901526774115661 0.0984732258843387
"NA19098.1.E02" 0.912168980488038 0.0878310195119621
"NA19098.1.E03" 0.936629383195732 0.0633706168042683
"NA19098.1.E05" 0.887678489968154 0.112321510031846
"NA19098.1.E06" 0.900793969778385 0.099206030221615
"NA19098.1.E07" 0.806646056396715 0.193353943603285
"NA19098.1.E08" 0.939092049929385 0.0609079500706145
"NA19098.1.E09" 0.901609802789094 0.098390197210906
"NA19098.1.E10" 0.935926031240335 0.0640739687596646
"NA19098.1.E11" 0.843149768039031 0.156850231960969
"NA19098.1.E12" 0.902301612482448 0.097698387517552
"NA19098.1.F01" 0.878877827891824 0.121122172108176
"NA19098.1.F02" 0.963752542881671 0.0362474571183294
"NA19098.1.F03" 0.942002193777907 0.0579978062220935
"NA19098.1.F04" 0.795310457506426 0.204689542493573
"NA19098.1.F06" 0.65205613750782 0.34794386249218
"NA19098.1.F07" 0.830385379559256 0.169614620440744
"NA19098.1.F08" 0.875109585077901 0.124890414922099
"NA19098.1.F09" 0.927165635736672 0.0728343642633281
"NA19098.1.F10" 0.952916684679452 0.0470833153205484
"NA19098.1.F11" 0.93057303059952 0.0694269694004796
"NA19098.1.F12" 0.882697505013668 0.117302494986333
"NA19098.1.G01" 0.838432157888122 0.161567842111878
"NA19098.1.G02" 0.934963342697763 0.0650366573022374
"NA19098.1.G03" 0.836223314146192 0.163776685853808
"NA19098.1.G04" 0.888567254084244 0.111432745915756
"NA19098.1.G05" 0.91972748616632 0.08027251383368
"NA19098.1.G06" 0.890201075125227 0.109798924874773
"NA19098.1.G07" 0.846908941051915 0.153091058948085
"NA19098.1.G08" 0.901521145989041 0.0984788540109591
"NA19098.1.G09" 0.906117242109289 0.093882757890711
"NA19098.1.G10" 0.934031618732242 0.0659683812677577
"NA19098.1.G11" 0.936187390885893 0.0638126091141071
"NA19098.1.G12" 0.875044936087159 0.124955063912841
"NA19098.1.H01" 0.928234935098586 0.0717650649014135
"NA19098.1.H02" 0.844019622564686 0.155980377435314
"NA19098.1.H03" 0.828045030651114 0.171954969348886
"NA19098.1.H04" 0.899319422919106 0.100680577080894
"NA19098.1.H05" 0.923270283304264 0.0767297166957365
"NA19098.1.H06" 0.735964933762608 0.264035066237392
"NA19098.1.H07" 0.849775042679286 0.150224957320714
"NA19098.1.H08" 0.750711365536487 0.249288634463513
"NA19098.1.H09" 0.811758341913936 0.188241658086064
"NA19098.1.H10" 0.911828674094384 0.0881713259056155
"NA19098.1.H11" 0.920435696339996 0.0795643036600045
"NA19098.1.H12" 0.83761954405069 0.16238045594931
"NA19098.2.A01" 0.592549763442888 0.407450236557112
"NA19098.2.A02" 0.924677128084593 0.0753228719154074
"NA19098.2.A03" 0.928218480913975 0.0717815190860253
"NA19098.2.A04" 0.959512072395769 0.0404879276042311
"NA19098.2.A05" 0.957662766583035 0.0423372334169649
"NA19098.2.A06" 0.686557009280846 0.313442990719154
"NA19098.2.A07" 0.954304384002363 0.0456956159976365
"NA19098.2.A08" 0.953658042575085 0.0463419574249152
"NA19098.2.A09" 0.749068653354535 0.250931346645465
"NA19098.2.A10" 0.89895159473431 0.10104840526569
"NA19098.2.A11" 0.947858074911543 0.0521419250884565
"NA19098.2.B01" 0.702421831019127 0.297578168980873
"NA19098.2.B02" 0.934409095708273 0.0655909042917265
"NA19098.2.B03" 0.935647197730373 0.064352802269627
"NA19098.2.B04" 0.941865394864521 0.0581346051354787
"NA19098.2.B05" 0.947751544030697 0.052248455969303
"NA19098.2.B06" 0.956905076216138 0.0430949237838626
"NA19098.2.B07" 0.936455402993085 0.0635445970069153
"NA19098.2.B08" 0.947884390137744 0.0521156098622557
"NA19098.2.B09" 0.939057302431293 0.060942697568707
"NA19098.2.B10" 0.968118037736803 0.0318819622631973
"NA19098.2.B11" 0.691088022356745 0.308911977643255
"NA19098.2.C01" 0.892955704061021 0.107044295938979
"NA19098.2.C02" 0.894284827987566 0.105715172012434
"NA19098.2.C03" 0.897521872517964 0.102478127482036
"NA19098.2.C04" 0.814712352817627 0.185287647182373
"NA19098.2.C05" 0.908220479416077 0.0917795205839226
"NA19098.2.C06" 0.843319554702133 0.156680445297867
"NA19098.2.C07" 0.903854764267845 0.0961452357321556
"NA19098.2.C08" 0.924700828066941 0.0752991719330589
"NA19098.2.C09" 0.67882144284374 0.32117855715626
"NA19098.2.C10" 0.903548104781572 0.0964518952184281
"NA19098.2.C11" 0.938723866402504 0.061276133597496
"NA19098.2.C12" 0.94048621514957 0.0595137848504299
"NA19098.2.D01" 0.903424715228406 0.0965752847715945
"NA19098.2.D02" 0.794166003006983 0.205833996993017
"NA19098.2.D03" 0.811809461521369 0.188190538478631
"NA19098.2.D04" 0.864534706086471 0.135465293913529
"NA19098.2.D05" 0.946746630744524 0.0532533692554759
"NA19098.2.D06" 0.925516938193218 0.0744830618067824
"NA19098.2.D08" 0.923718622574926 0.0762813774250738
"NA19098.2.D09" 0.661138156591639 0.33886184340836
"NA19098.2.D10" 0.886301075864325 0.113698924135674
"NA19098.2.D11" 0.931682388679263 0.0683176113207373
"NA19098.2.D12" 0.940311041219268 0.0596889587807317
"NA19098.2.E01" 0.932922135828981 0.0670778641710193
"NA19098.2.E02" 0.94972302501468 0.0502769749853196
"NA19098.2.E03" 0.943980794898951 0.0560192051010488
"NA19098.2.E04" 0.701336848918862 0.298663151081138
"NA19098.2.E05" 0.889258909910172 0.110741090089828
"NA19098.2.E06" 0.929837667838283 0.0701623321617174
"NA19098.2.E07" 0.782152322034665 0.217847677965335
"NA19098.2.E08" 0.936198520956203 0.0638014790437968
"NA19098.2.E09" 0.97239663090604 0.0276033690939603
"NA19098.2.E11" 0.947938648005274 0.0520613519947256
"NA19098.2.E12" 0.890569289800312 0.109430710199688
"NA19098.2.F01" 0.693280094501363 0.306719905498637
"NA19098.2.F02" 0.939017132955723 0.060982867044277
"NA19098.2.F03" 0.938983336347688 0.0610166636523118
"NA19098.2.F04" 0.874475671091001 0.125524328908999
"NA19098.2.F05" 0.960378330859107 0.0396216691408931
"NA19098.2.F07" 0.930567142157185 0.0694328578428148
"NA19098.2.F08" 0.924759323755359 0.0752406762446407
"NA19098.2.F09" 0.968076576035963 0.0319234239640369
"NA19098.2.F10" 0.916916761109119 0.0830832388908811
"NA19098.2.F11" 0.71268594107733 0.28731405892267
"NA19098.2.F12" 0.955726135229912 0.0442738647700882
"NA19098.2.G01" 0.72274744066931 0.27725255933069
"NA19098.2.G02" 0.927413010231731 0.072586989768269
"NA19098.2.G03" 0.926371076592018 0.0736289234079816
"NA19098.2.G04" 0.985623092350617 0.0143769076493833
"NA19098.2.G05" 0.817182613689545 0.182817386310455
"NA19098.2.G06" 0.923402000207782 0.0765979997922176
"NA19098.2.G07" 0.932852178233538 0.0671478217664615
"NA19098.2.G08" 0.912415020557139 0.087584979442861
"NA19098.2.G09" 0.940507340654704 0.0594926593452963
"NA19098.2.G10" 0.80902870193534 0.19097129806466
"NA19098.2.G11" 0.852923885693803 0.147076114306197
"NA19098.2.G12" 0.919667365497604 0.0803326345023959
"NA19098.2.H01" 0.7461472615343 0.2538527384657
"NA19098.2.H02" 0.906470836379314 0.0935291636206856
"NA19098.2.H03" 0.899816723139313 0.100183276860687
"NA19098.2.H04" 0.932229312250255 0.0677706877497449
"NA19098.2.H05" 0.965113305330512 0.0348866946694877
"NA19098.2.H06" 0.877988488974634 0.122011511025366
"NA19098.2.H07" 0.713229559081044 0.286770440918956
"NA19098.2.H08" 0.670901558279783 0.329098441720217
"NA19098.2.H10" 0.94416976407403 0.0558302359259699
"NA19098.2.H11" 0.926261451105827 0.0737385488941733
"NA19098.2.H12" 0.699211275447518 0.300788724552482
"NA19098.3.A03" 0.950306022401752 0.0496939775982476
"NA19098.3.A05" 0.722691056150858 0.277308943849142
"NA19098.3.A06" 0.886754219035306 0.113245780964694
"NA19098.3.A07" 0.764403980957772 0.235596019042228
"NA19098.3.A08" 0.929458500101689 0.0705414998983106
"NA19098.3.A12" 0.928633117583078 0.0713668824169221
"NA19098.3.B01" 0.876605701751575 0.123394298248426
"NA19098.3.B02" 0.780879958628286 0.219120041371714
"NA19098.3.B03" 0.947277415847013 0.0527225841529873
"NA19098.3.B04" 0.968999595727114 0.0310004042728859
"NA19098.3.B05" 0.95859178110712 0.0414082188928798
"NA19098.3.B06" 0.820302708286397 0.179697291713603
"NA19098.3.B07" 0.96978867538821 0.0302113246117904
"NA19098.3.B08" 0.937210344371489 0.0627896556285107
"NA19098.3.B09" 0.967558803339777 0.0324411966602227
"NA19098.3.B11" 0.937642337016661 0.0623576629833392
"NA19098.3.B12" 0.922704861006887 0.0772951389931135
"NA19098.3.C01" 0.925446961306914 0.0745530386930856
"NA19098.3.C02" 0.877999449756669 0.122000550243331
"NA19098.3.C03" 0.87668440843008 0.12331559156992
"NA19098.3.C04" 0.94137395060602 0.0586260493939801
"NA19098.3.C05" 0.937760931671822 0.062239068328178
"NA19098.3.C07" 0.734137734753456 0.265862265246544
"NA19098.3.C08" 0.847291031501831 0.152708968498169
"NA19098.3.C09" 0.974000797946973 0.0259992020530269
"NA19098.3.C10" 0.954253989708708 0.0457460102912924
"NA19098.3.C11" 0.934066593985331 0.0659334060146694
"NA19098.3.C12" 0.894843349523077 0.105156650476923
"NA19098.3.D01" 0.791764583196816 0.208235416803184
"NA19098.3.D02" 0.825987699794746 0.174012300205254
"NA19098.3.D03" 0.960158645937633 0.0398413540623668
"NA19098.3.D05" 0.958193966046202 0.041806033953798
"NA19098.3.D07" 0.970902203751474 0.0290977962485261
"NA19098.3.D09" 0.941078967099675 0.0589210329003251
"NA19098.3.D10" 0.93491691432691 0.0650830856730894
"NA19098.3.D11" 0.911169117144277 0.0888308828557234
"NA19098.3.D12" 0.853475362496831 0.146524637503169
"NA19098.3.E01" 0.945389080555796 0.0546109194442043
"NA19098.3.E02" 0.952608233096538 0.0473917669034624
"NA19098.3.E03" 0.953882684634019 0.0461173153659813
"NA19098.3.E04" 0.909524076091753 0.0904759239082467
"NA19098.3.E05" 0.721786843472172 0.278213156527828
"NA19098.3.E06" 0.780589949148341 0.219410050851659
"NA19098.3.E07" 0.775734495219115 0.224265504780885
"NA19098.3.E08" 0.733483069800977 0.266516930199023
"NA19098.3.E09" 0.776892459402254 0.223107540597746
"NA19098.3.E10" 0.952339507675363 0.0476604923246367
"NA19098.3.E11" 0.979168171547438 0.0208318284525617
"NA19098.3.E12" 0.938529842156229 0.0614701578437706
"NA19098.3.F01" 0.84435740082481 0.15564259917519
"NA19098.3.F03" 0.917542121698086 0.0824578783019139
"NA19098.3.F04" 0.912910771599821 0.0870892284001789
"NA19098.3.F05" 0.902805662426609 0.0971943375733915
"NA19098.3.F06" 0.920855346244459 0.0791446537555411
"NA19098.3.F07" 0.814921303880953 0.185078696119047
"NA19098.3.F09" 0.951960655063289 0.0480393449367114
"NA19098.3.F10" 0.931482142963587 0.0685178570364132
"NA19098.3.F11" 0.716555133913017 0.283444866086982
"NA19098.3.G01" 0.963745376594279 0.036254623405721
"NA19098.3.G02" 0.760899820930461 0.239100179069539
"NA19098.3.G03" 0.731075373914772 0.268924626085228
"NA19098.3.G04" 0.759339371094941 0.240660628905059
"NA19098.3.G05" 0.992328555522879 0.00767144447712087
"NA19098.3.G06" 0.917592048800309 0.0824079511996907
"NA19098.3.G07" 0.768719965276813 0.231280034723187
"NA19098.3.G08" 0.78051455253957 0.21948544746043
"NA19098.3.G09" 0.823408081637396 0.176591918362604
"NA19098.3.G10" 0.985612499861489 0.0143875001385111
"NA19098.3.G11" 0.734877784892955 0.265122215107045
"NA19098.3.G12" 0.757836369326681 0.242163630673319
"NA19098.3.H01" 0.795418428585633 0.204581571414367
"NA19098.3.H02" 0.904587310488209 0.0954126895117905
"NA19098.3.H03" 0.931008617056142 0.0689913829438579
"NA19098.3.H04" 0.972345678137441 0.0276543218625588
"NA19098.3.H05" 0.916358296880881 0.0836417031191192
"NA19098.3.H06" 0.942146568816789 0.0578534311832112
"NA19098.3.H07" 0.813169625805815 0.186830374194185
"NA19098.3.H08" 0.787049781248633 0.212950218751367
"NA19098.3.H09" 0.828196532260394 0.171803467739606
"NA19098.3.H10" 0.936426578019176 0.0635734219808244
"NA19098.3.H11" 0.801218322273761 0.198781677726239
"NA19098.3.H12" 0.949804695908288 0.0501953040917124
"NA19239.1.A01" 0.870175158359622 0.129824841640378
"NA19239.1.A02" 0.827864215600074 0.172135784399926
"NA19239.1.A03" 0.868180358883976 0.131819641116024
"NA19239.1.A04" 0.844617366556286 0.155382633443714
"NA19239.1.A05" 0.951197378955857 0.0488026210441426
"NA19239.1.A06" 0.907183326641619 0.0928166733583809
"NA19239.1.A07" 0.752282745880442 0.247717254119558
"NA19239.1.A08" 0.858630801319484 0.141369198680516
"NA19239.1.A09" 0.834839178629833 0.165160821370167
"NA19239.1.A10" 0.920327599567054 0.0796724004329455
"NA19239.1.A11" 0.900435472364807 0.0995645276351926
"NA19239.1.A12" 0.869068799402879 0.130931200597121
"NA19239.1.B02" 0.90736535500051 0.0926346449994901
"NA19239.1.B03" 0.855975057519499 0.144024942480501
"NA19239.1.B05" 0.864107425195931 0.135892574804069
"NA19239.1.B06" 0.762987871034644 0.237012128965356
"NA19239.1.B07" 0.834189169734813 0.165810830265187
"NA19239.1.B08" 0.935339373576378 0.0646606264236215
"NA19239.1.B09" 0.935278172201282 0.0647218277987183
"NA19239.1.B10" 0.762489667211411 0.237510332788589
"NA19239.1.B11" 0.906405799768971 0.0935942002310291
"NA19239.1.B12" 0.945918943511044 0.0540810564889556
"NA19239.1.C01" 0.849472201141945 0.150527798858055
"NA19239.1.C02" 0.969603588466866 0.0303964115331342
"NA19239.1.C03" 0.923403992455053 0.0765960075449468
"NA19239.1.C05" 0.934832840038012 0.065167159961988
"NA19239.1.C06" 0.860237408675336 0.139762591324664
"NA19239.1.C07" 0.721497747107009 0.278502252892991
"NA19239.1.C08" 0.893247640032655 0.106752359967345
"NA19239.1.C09" 0.951942552413914 0.0480574475860862
"NA19239.1.C10" 0.915337773738224 0.084662226261776
"NA19239.1.C11" 0.790160029297889 0.209839970702111
"NA19239.1.C12" 0.934703187373847 0.0652968126261531
"NA19239.1.D01" 0.917366573374762 0.0826334266252377
"NA19239.1.D02" 0.89605579891936 0.10394420108064
"NA19239.1.D03" 0.818956312567197 0.181043687432803
"NA19239.1.D04" 0.871525850576251 0.128474149423749
"NA19239.1.D05" 0.823219918154456 0.176780081845544
"NA19239.1.D06" 0.927463439842818 0.0725365601571816
"NA19239.1.D07" 0.724698533358041 0.275301466641959
"NA19239.1.D08" 0.929949684436383 0.0700503155636172
"NA19239.1.D09" 0.911353791714157 0.0886462082858434
"NA19239.1.D10" 0.857584144527211 0.142415855472789
"NA19239.1.D11" 0.915889703816331 0.0841102961836692
"NA19239.1.D12" 0.833851670106476 0.166148329893524
"NA19239.1.E01" 0.92277559779655 0.0772244022034503
"NA19239.1.E02" 0.95510024069583 0.0448997593041697
"NA19239.1.E03" 0.90501838112863 0.0949816188713703
"NA19239.1.E04" 0.910240144011171 0.0897598559888287
"NA19239.1.E05" 0.797528925093466 0.202471074906534
"NA19239.1.E06" 0.87794605136825 0.12205394863175
"NA19239.1.E07" 0.904549448027475 0.0954505519725255
"NA19239.1.E08" 0.943004248095281 0.0569957519047193
"NA19239.1.E09" 0.926163087119318 0.0738369128806822
"NA19239.1.E10" 0.879900048855746 0.120099951144254
"NA19239.1.E11" 0.911080740180809 0.088919259819191
"NA19239.1.E12" 0.953028490222072 0.0469715097779284
"NA19239.1.F01" 0.903871469976854 0.0961285300231455
"NA19239.1.F02" 0.88387870876193 0.11612129123807
"NA19239.1.F03" 0.873587140407076 0.126412859592924
"NA19239.1.F04" 0.912093996756222 0.0879060032437777
"NA19239.1.F05" 0.677279012411038 0.322720987588962
"NA19239.1.F06" 0.898857221000007 0.101142778999993
"NA19239.1.F07" 0.915742894500521 0.0842571054994788
"NA19239.1.F08" 0.90312531674032 0.0968746832596799
"NA19239.1.F09" 0.910120524755564 0.0898794752444361
"NA19239.1.F10" 0.931924630887062 0.0680753691129384
"NA19239.1.F11" 0.890664365351441 0.109335634648559
"NA19239.1.F12" 0.926047199769498 0.073952800230502
"NA19239.1.G01" 0.884387488069617 0.115612511930383
"NA19239.1.G02" 0.874017947850847 0.125982052149153
"NA19239.1.G03" 0.893836820293135 0.106163179706865
"NA19239.1.G04" 0.87358140612929 0.12641859387071
"NA19239.1.G05" 0.773450229127756 0.226549770872244
"NA19239.1.G06" 0.891315509061735 0.108684490938265
"NA19239.1.G07" 0.844466089284676 0.155533910715324
"NA19239.1.G08" 0.823930447822198 0.176069552177802
"NA19239.1.G09" 0.894234795787249 0.105765204212751
"NA19239.1.G10" 0.925596891381588 0.0744031086184116
"NA19239.1.G11" 0.912782368758116 0.0872176312418839
"NA19239.1.G12" 0.896978059238383 0.103021940761617
"NA19239.1.H01" 0.863629515616329 0.136370484383671
"NA19239.1.H03" 0.908710767893919 0.0912892321060813
"NA19239.1.H04" 0.865307122263344 0.134692877736656
"NA19239.1.H05" 0.882171640525648 0.117828359474352
"NA19239.1.H06" 0.909504092376637 0.0904959076233635
"NA19239.1.H07" 0.918363990799121 0.0816360092008789
"NA19239.1.H08" 0.859337609067575 0.140662390932425
"NA19239.1.H09" 0.835934061972107 0.164065938027893
"NA19239.1.H10" 0.93372983840673 0.0662701615932695
"NA19239.1.H11" 0.969063840046535 0.0309361599534646
"NA19239.1.H12" 0.949228157558028 0.0507718424419718
"NA19239.2.A01" 0.879682676125729 0.120317323874271
"NA19239.2.A02" 0.960177428569374 0.039822571430626
"NA19239.2.A04" 0.917817561084304 0.0821824389156964
"NA19239.2.A05" 0.923701887452937 0.0762981125470631
"NA19239.2.A06" 0.939690827858694 0.0603091721413059
"NA19239.2.A07" 0.978129853901558 0.0218701460984424
"NA19239.2.A08" 0.960765098843687 0.0392349011563125
"NA19239.2.A09" 0.957176154261549 0.042823845738451
"NA19239.2.A10" 0.798866586271491 0.201133413728509
"NA19239.2.A11" 0.963505082209188 0.0364949177908117
