"1" "2" "3" "4"
"NA19098.1.A01" 0.740371107974703 0.184392467597955 0.0742685047931716 0.000967919634169901
"NA19098.1.A02" 0.837003962406519 0.0842700223539083 0.0774286924947104 0.00129732274486194
"NA19098.1.A03" 0.730441492209402 0.144502975558951 0.124771712919248 0.000283819312398581
"NA19098.1.A04" 0.729128967292022 0.163261920711246 0.106399859160258 0.00120925283647383
"NA19098.1.A05" 0.805859331074082 0.124392736963866 0.0678613357144488 0.00188659624760339
"NA19098.1.A06" 0.842976271232761 0.0835262870729734 0.0725369254940252 0.000960516200240352
"NA19098.1.A07" 0.810492989680399 0.104744658735669 0.0845184448730639 0.000243906710867993
"NA19098.1.A08" 0.878883770239989 0.0788654488543518 0.0414583769790921 0.000792403926567477
"NA19098.1.A09" 0.845794532288235 0.0631874152463736 0.0894178554100525 0.00160019705533879
"NA19098.1.A10" 0.873678835486601 0.0759495979725256 0.0493424820910304 0.00102908444984264
"NA19098.1.A11" 0.793557225154962 0.131505134848532 0.072646706855692 0.00229093314081422
"NA19098.1.A12" 0.875199273823095 0.0707418548597806 0.0531468784234375 0.000911992893686676
"NA19098.1.B01" 0.899553404065351 0.0585382110733804 0.0416068146218297 0.000301570239438617
"NA19098.1.B02" 0.846048747303909 0.0730196158078764 0.0788664123703953 0.00206522451781909
"NA19098.1.B03" 0.740013938821748 0.188058408801944 0.06956487684316 0.00236277553314806
"NA19098.1.B05" 0.846398519474882 0.103289097868121 0.0495609343654884 0.000751448291507943
"NA19098.1.B06" 0.792349325924286 0.152664666859779 0.053292435771591 0.00169357144434441
"NA19098.1.B07" 0.891336703354396 0.0591142640609879 0.0488984125571702 0.000650620027446325
"NA19098.1.B08" 0.887151125876021 0.0730253024208209 0.0324683191424233 0.00735525256073462
"NA19098.1.B09" 0.751230959020066 0.163212446828847 0.0808434482206983 0.00471314593038912
"NA19098.1.B10" 0.556579608864083 0.24177691590944 0.201314937900807 0.000328537325670425
"NA19098.1.B11" 0.759109279217536 0.158537644862465 0.0822738459187625 7.92300012365888e-05
"NA19098.1.B12" 0.881253062025697 0.0731868321334318 0.0447282084977515 0.000831897343119533
"NA19098.1.C01" 0.865146161585777 0.0790983351439031 0.0538656752293716 0.00188982804094803
"NA19098.1.C02" 0.879899716517435 0.0805514778059592 0.0386147455691429 0.000934060107463245
"NA19098.1.C03" 0.807226002795586 0.123937040988464 0.066309353660599 0.00252760255535123
"NA19098.1.C04" 0.801085684764778 0.123994294747577 0.0747858477068438 0.000134172780800352
"NA19098.1.C05" 0.789573562807095 0.157876011860375 0.0518219520381604 0.000728473294369739
"NA19098.1.C06" 0.82265851392486 0.144897478388014 0.031226050894449 0.00121795679267676
"NA19098.1.C07" 0.865433445073515 0.0872799177825849 0.0420968439736319 0.0051897931702677
"NA19098.1.C08" 0.757994816300628 0.153016660327126 0.0886603757989109 0.000328147573335531
"NA19098.1.C09" 0.81870448978556 0.111996129774213 0.0690950328101195 0.000204347630106988
"NA19098.1.C10" 0.892553637597512 0.0585582439482708 0.0480752053453485 0.000812913108869079
"NA19098.1.C11" 0.864474869943251 0.100882778398197 0.033845280043024 0.000797071615528424
"NA19098.1.C12" 0.727251353814456 0.192921778588387 0.0762848856747893 0.00354198192236796
"NA19098.1.D01" 0.754352536320498 0.179117699754435 0.0659718934923231 0.00055787043274415
"NA19098.1.D02" 0.832587014924213 0.122592367952335 0.0438086025802493 0.00101201454320244
"NA19098.1.D03" 0.884120600234156 0.060919289982801 0.0530990002667461 0.00186110951629664
"NA19098.1.D04" 0.840518451334715 0.110452210735663 0.048704331288552 0.000325006641070709
"NA19098.1.D05" 0.678883752910135 0.21791463212912 0.103087177480892 0.000114437479852792
"NA19098.1.D06" 0.876731275099372 0.0852002721452535 0.0380213944006479 4.70583547265042e-05
"NA19098.1.D07" 0.473799573143052 0.403757776494747 0.121714577148187 0.000728073214013943
"NA19098.1.D08" 0.80296308468065 0.144471805715457 0.0499481925471251 0.0026169170567679
"NA19098.1.D09" 0.760389490747991 0.158260962525769 0.0774259407186291 0.00392360600761005
"NA19098.1.D10" 0.844493308113525 0.0940163425680422 0.0581000617202629 0.00339028759816963
"NA19098.1.D11" 0.726382893329046 0.166608653489077 0.105710007627968 0.00129844555390897
"NA19098.1.D12" 0.902602717681617 0.0532775592520243 0.0435366954014303 0.000583027664928548
"NA19098.1.E01" 0.810373898624135 0.102141050979205 0.0855319091174109 0.00195314127924889
"NA19098.1.E02" 0.842162176335693 0.111804999475601 0.0438504043584369 0.00218241983026904
"NA19098.1.E03" 0.870256197116944 0.0817502727746949 0.0474782957485833 0.000515234359777294
"NA19098.1.E05" 0.801383688750954 0.103356930397283 0.0938671536797723 0.00139222717199007
"NA19098.1.E06" 0.830068815199318 0.113795942813677 0.0543929801522874 0.00174226183471778
"NA19098.1.E07" 0.716131606017987 0.217992256738165 0.0650624199672174 0.000813717276630124
"NA19098.1.E08" 0.879327328548787 0.0834805630694741 0.0365466960852947 0.000645412296443951
"NA19098.1.E09" 0.824384006662293 0.111434383453053 0.0567158118391786 0.00746579804547554
"NA19098.1.E10" 0.866246676972238 0.0820039810224713 0.0502954448427842 0.00145389716250624
"NA19098.1.E11" 0.77411656456021 0.184970422476806 0.0371399620025517 0.00377305096043164
"NA19098.1.E12" 0.814187829834423 0.102444961739481 0.0830664921044977 0.000300716321598692
"NA19098.1.F01" 0.785037586037287 0.158973265470303 0.0471909447355511 0.0087982037568583
"NA19098.1.F02" 0.89771789493468 0.0567644449417135 0.0453419187298759 0.000175741393730665
"NA19098.1.F03" 0.880602067409946 0.0720474719870877 0.0472759099794013 7.4550623564906e-05
"NA19098.1.F04" 0.666531361348792 0.181772148432479 0.151625800904742 7.06893139868835e-05
"NA19098.1.F06" 0.513504992547826 0.336692064578789 0.149421851517852 0.000381091355533641
"NA19098.1.F07" 0.732816159570173 0.172927823142971 0.0934058947101591 0.000850122576696508
"NA19098.1.F08" 0.793115340526328 0.132458831035027 0.0729699583677092 0.001455870070935
"NA19098.1.F09" 0.851893898450878 0.0668471910367967 0.0749656584475922 0.00629325206473303
"NA19098.1.F10" 0.890067655417005 0.0528812882977821 0.0570134439138357 3.7612371376993e-05
"NA19098.1.F11" 0.862653727213519 0.0860077027743224 0.0510258113904053 0.000312758621753052
"NA19098.1.F12" 0.801086983944121 0.130827776943357 0.0623043211507333 0.00578091796178873
"NA19098.1.G01" 0.7490259451151 0.167632162090525 0.0831015446586711 0.000240348135704093
"NA19098.1.G02" 0.855519336340816 0.0648506137659977 0.0795294105599778 0.000100639333208419
"NA19098.1.G03" 0.742108999487216 0.177162397054264 0.0791390220718339 0.00158958138668633
"NA19098.1.G04" 0.810011214144311 0.119672831311284 0.0688618953182663 0.00145405922613872
"NA19098.1.G05" 0.848193336184529 0.0996272218794655 0.0514209785418907 0.000758463394114409
"NA19098.1.G06" 0.814136027320644 0.116006712530077 0.0681454172311083 0.0017118429181707
"NA19098.1.G07" 0.767867304649313 0.170149225775105 0.0610846681278258 0.000898801447756268
"NA19098.1.G08" 0.814353946372249 0.0857156018245663 0.097445638951176 0.00248481285200878
"NA19098.1.G09" 0.826489978414194 0.0987564519519703 0.0741091550354808 0.000644414598355221
"NA19098.1.G10" 0.861689727966471 0.0718716409250865 0.0663632577950958 7.53733133461851e-05
"NA19098.1.G11" 0.873818662099837 0.0805946508411759 0.0454927862262568 9.39008327304187e-05
"NA19098.1.G12" 0.794355174959417 0.128887937247561 0.0765886602876747 0.000168227505347104
"NA19098.1.H01" 0.86371937222291 0.0775001504115276 0.058093549778883 0.000686927586679568
"NA19098.1.H02" 0.754101634993312 0.169922714922993 0.0753874248105391 0.000588225273156383
"NA19098.1.H03" 0.732535555212273 0.185832350903994 0.0812070919330702 0.000425001950663061
"NA19098.1.H04" 0.825238152256856 0.108556768351729 0.0660670895763987 0.000137989815015775
"NA19098.1.H05" 0.856683206651462 0.0798955952691805 0.0629103742996838 0.000510823779673894
"NA19098.1.H06" 0.609914453499589 0.267116098344585 0.122398785067378 0.000570663088448772
"NA19098.1.H07" 0.759030742364178 0.169808595927093 0.0710771871195784 8.34745891505361e-05
"NA19098.1.H08" 0.589641396215093 0.220965478751805 0.188827962192611 0.000565162840491026
"NA19098.1.H09" 0.643155583958329 0.100641530456889 0.251155597978434 0.00504728760634712
"NA19098.1.H10" 0.830187952280871 0.0838419564445839 0.0851379446530954 0.00083214662144992
"NA19098.1.H11" 0.856285953663528 0.0994706492938227 0.0437754259133561 0.000467971129293127
"NA19098.1.H12" 0.750532534350505 0.162029108466198 0.0854675852515517 0.00197077193174554
"NA19098.2.A01" 0.0286566757268435 0.27911442548278 0.692167570070263 6.13287201136259e-05
"NA19098.2.A02" 0.550479051224282 0.0508250009486121 0.398467743087064 0.000228204740041884
"NA19098.2.A03" 0.547849257347005 0.0495853108697651 0.402505061073845 6.037070938477e-05
"NA19098.2.A04" 0.585750371264458 0.0128765907851282 0.401342783227068 3.02547233461107e-05
"NA19098.2.A05" 0.681268401790896 0.0522664011922709 0.266372696414768 9.25006020658819e-05
"NA19098.2.A06" 0.0148095497834794 0.136340599880821 0.848756478833097 9.3371502603014e-05
"NA19098.2.A07" 0.642744881434054 0.0485537975204462 0.30863110881251 7.02122329893244e-05
"NA19098.2.A08" 0.554519322036684 0.012609834101733 0.432827588787141 4.32550744416738e-05
"NA19098.2.A09" 0.0863280413670033 0.101731844794244 0.811653181065375 0.000286932773377919
"NA19098.2.A10" 0.495037907042699 0.0735620722581345 0.431107478020097 0.000292542679069111
"NA19098.2.A11" 0.543372569731185 0.0201223181194233 0.436469739469716 3.53726796750716e-05
"NA19098.2.B01" 0.0173705735622181 0.110937161100885 0.871566633562318 0.00012563177457901
"NA19098.2.B02" 0.590131894801898 0.0583142484926078 0.351476275603062 7.75811024321329e-05
"NA19098.2.B03" 0.595923588198141 0.0575529516828585 0.346359792722017 0.000163667396983594
"NA19098.2.B04" 0.514535120100893 0.0133611526459116 0.471934822939797 0.000168904313398079
