"1" "2"
"ENSG00000102977" 0.00029881705608335 0.000671927918372964
"ENSG00000119640" 0.000573458786068791 0.00155997371672925
"ENSG00000154734" 0.00019220416040604 3.45961437514078e-09
"ENSG00000088448" 0.0012318916339225 0.0018545347673814
"ENSG00000169188" 0.000309193821527736 0.000754908939632844
"ENSG00000134884" 0.00198657818873085 0.00334010708712678
"ENSG00000156802" 0.000966899734036823 0.0028251852252897
"ENSG00000138376" 0.00102489156693337 0.00101809319262325
"ENSG00000166164" 0.00115591201990326 0.000683491693556876
"ENSG00000170270" 0.000257476529176312 0.0004072958842571
"ENSG00000117616" 0.000340262826640496 0.000946225356180781
"ENSG00000180354" 9.25799033506055e-05 4.91394958326618e-09
"ENSG00000131375" 0.000178464951107499 0.000417191162182801
"ENSG00000106144" 0.000514925507238301 0.000562320160207935
"ENSG00000105173" 0.00105474721412949 0.000179043037096134
"ENSG00000175305" 0.000188602964484523 0.00013792046521571
"ENSG00000164045" 0.000997530874735009 0.000208283116242254
"ENSG00000094804" 0.00216699007748201 0.000869685079512816
"ENSG00000144354" 0.00122210906545861 0.0004655997566144
"ENSG00000164649" 0.00186454170512747 0.00107212437433555
"ENSG00000166037" 0.00161549945071076 0.00301797928504506
"ENSG00000167670" 0.00144996914199197 0.000387319905228882
"ENSG00000159259" 0.000377635913040573 0.000202139865369478
"ENSG00000092853" 0.00263452285585893 0.000811211868618653
"ENSG00000137504" 0.000622054160714404 0.000984797294653969
"ENSG00000117984" 0.000726461087287794 0.000335541472349035
"ENSG00000083520" 0.000794373953381512 0.0013491664990377
"ENSG00000102580" 0.00059778761019129 0.00216464672719709
"ENSG00000159147" 0.000340703335856319 0.000438537909300802
"ENSG00000136982" 0.000899396104353701 0.000150980379866241
"ENSG00000143476" 0.00133621178866919 0.000860825193102218
"ENSG00000101412" 0.000174499566792342 0.000181251655287746
"ENSG00000144895" 0.00111495022137712 0.00325558311887243
"ENSG00000139684" 0.00195576380825775 0.00356915079113796
"ENSG00000154124" 0.000139165520600488 0.000858126965234101
"ENSG00000187866" 0.000189600725510418 0.000284802093217667
"ENSG00000160688" 0.00190098123549629 0.000599211930966244
"ENSG00000131153" 0.0026799273824132 0.0017641676769983
"ENSG00000181938" 0.000313254260359277 0.000139303760755363
"ENSG00000112312" 0.00382529503114814 0.00136037500320489
"ENSG00000119969" 0.00899195974473217 0.00253994869501715
"ENSG00000182742" 1.88640078254195e-10 0.000181326930511646
"ENSG00000174775" 0.000221086343779684 0.000158642065309466
"ENSG00000025156" 0.000349009621128858 0.000293318594630679
"ENSG00000171105" 0.000572383642128409 0.000960614364065401
"ENSG00000164941" 0.000531980865282906 0.000500280550962205
"ENSG00000116679" 0.00242956885667718 0.00204043183328471
"ENSG00000168116" 0.000591799607322885 0.000832231726128301
"ENSG00000113441" 7.75981131811476e-10 0.00313432754104027
"ENSG00000108848" 0.00644738073282815 0.0060117943376948
"ENSG00000073111" 0.00145449825462806 0.00167953837536681
"ENSG00000104738" 0.00408965729326784 0.000758797759728758
"ENSG00000100297" 0.00203093610330095 0.00204835997959538
"ENSG00000076003" 0.00231519898898848 0.00137178561405823
"ENSG00000111554" 0.000165186291748465 0.000216388900621009
"ENSG00000108590" 0.000560282243045604 0.000997583917631895
"ENSG00000037757" 0.000122057394332134 0.000167374236756525
"ENSG00000095002" 0.00428776058268985 0.000475679245592381
"ENSG00000132780" 0.0105728617831488 0.00176174185505237
"ENSG00000114857" 0.00242609778372379 0.00389739760894252
"ENSG00000149308" 0.000529731108483793 0.00116336769241222
"ENSG00000120253" 0.000793521582222928 0.000583339251063706
"ENSG00000085840" 0.000574452665581531 0.000506688737281084
"ENSG00000079156" 8.87560935694686e-05 3.34446385612721e-09
"ENSG00000125779" 0.000655578609310812 0.000651123855798178
"ENSG00000169851" 0.000143899844068587 2.17961710276019e-08
"ENSG00000132646" 0.00494564393741512 0.00392357572162038
"ENSG00000182378" 0.000200246021019233 0.000332521430050893
"ENSG00000064933" 0.00137404279018402 0.00101198789329269
"ENSG00000100941" 0.00497382036685598 0.00339044393845886
"ENSG00000077514" 0.00106067918001278 0.00158620919952547
"ENSG00000112210" 7.86930384867603e-05 3.47871791791651e-09
"ENSG00000160957" 0.00023746396288133 0.000127603782760295
"ENSG00000175643" 0.000571568405466733 0.000302317386199267
"ENSG00000125352" 6.09503461984502e-05 0.000477400883938368
"ENSG00000185946" 0.000458349082352822 0.00117561655531892
"ENSG00000008952" 0.00748867108447909 0.0110396278922961
"ENSG00000145604" 0.00106670931682179 0.00032991665824245
"ENSG00000163950" 0.000536468363225332 0.00116449822048663
"ENSG00000114120" 0.00116315120096462 0.00428850295109896
"ENSG00000115875" 0.0100635117281095 0.00433331892519939
"ENSG00000114850" 0.00304228764772942 0.00864067055467896
"ENSG00000172660" 0.000677248273586023 0.000589236474851131
"ENSG00000075131" 0.00140651529346987 0.000944325873044587
"ENSG00000163781" 0.000794018600722875 0.00132275544788323
"ENSG00000164548" 0.00162652835638073 0.00339401418058589
"ENSG00000163728" 0.000475969147754804 0.000941299332851472
"ENSG00000012963" 0.000534075081233249 0.00179458429880762
"ENSG00000076248" 0.00190783586167263 0.000377162899317344
"ENSG00000145390" 0.000244732620820254 1.01223759314084e-08
"ENSG00000163159" 0.00123733333592661 0.000550592255207658
"ENSG00000092470" 0.000224131652729268 0.000192896995037739
"ENSG00000165724" 0.000270735821073834 0.000159304790116261
"ENSG00000165244" 0.000181265508792989 0.000225252581062026
"ENSG00000132485" 0.00527583758606205 0.00596219847148602
