"1" "2" "3" "4" "5"
"NA19098.1.A01" 0.730842409470072 0.190504463252319 0.0770589824953024 0.000101572330321366 0.00149257245198506
"NA19098.1.A02" 0.825084151791117 0.0936941666446115 0.0797586955548403 0.000996511198781964 0.000466474810649475
"NA19098.1.A03" 0.720980397284692 0.150353901088009 0.128173433414512 0.000176672926880172 0.000315595285906825
"NA19098.1.A04" 0.719707117642242 0.168737042078895 0.109700894786186 0.000171575552063164 0.00168336994061347
"NA19098.1.A05" 0.79482411072139 0.132577524810461 0.070255213618935 0.000773519864272035 0.00156963098494234
"NA19098.1.A06" 0.831230108804482 0.0922622784980806 0.0747838428509759 0.000206149595540247 0.00151762025092087
"NA19098.1.A07" 0.799774971408868 0.11267621666623 0.0871732214094311 0.000226642203598424 0.000148948311873098
"NA19098.1.A08" 0.866260887740324 0.0894721195278512 0.043129333787188 0.000125684686962203 0.00101197425767502
"NA19098.1.A09" 0.833674269874179 0.0717858687755325 0.0918319421031139 0.000181765237369851 0.00252615400980432
"NA19098.1.A10" 0.861379129247343 0.0858041912132112 0.0511961402312777 0.000118990749129511 0.00150154855903843
"NA19098.1.A11" 0.780391300705672 0.138778824781004 0.0749485642683013 6.36828740265133e-05 0.00581762737099592
"NA19098.1.A12" 0.862909671369045 0.079982691253272 0.0551455234972724 9.04729999409976e-05 0.00187164088046977
"NA19098.1.B01" 0.886167759393145 0.0700679967370324 0.0432944007888032 0.000108949485056014 0.000360893595963923
"NA19098.1.B02" 0.834248423840524 0.0812306700205413 0.081335632527392 0.000231044666061738 0.00295422894548085
"NA19098.1.B03" 0.730309932582081 0.194023499065066 0.0722456560537953 0.000117454224794719 0.00330345807426286
"NA19098.1.B05" 0.835613434603246 0.111849026318335 0.0516401224134201 0.00043743953025874 0.000459977134741033
"NA19098.1.B06" 0.781504996635627 0.159923200910396 0.0556311620924858 0.000137633296511962 0.00280300706497889
"NA19098.1.B07" 0.878506156077947 0.0700501028833724 0.0506715025616097 0.00042897030993019 0.000343268167140098
"NA19098.1.B08" 0.872315769421498 0.0821309465135235 0.0339938671729376 7.58895038418211e-05 0.0114835273881993
"NA19098.1.B09" 0.741491447515233 0.166785371350315 0.0838794699114102 7.60475628720791e-05 0.00776766366016954
"NA19098.1.B10" 0.551091788668153 0.241319465442492 0.207003254163747 0.000189101558634943 0.000396390166972645
"NA19098.1.B11" 0.750006226494326 0.164734266915471 0.0851137987691006 5.64803607726585e-05 8.92274603297561e-05
"NA19098.1.B12" 0.868765334667157 0.0832919550966612 0.0465122073829897 8.70537323171261e-05 0.00134344912087456
"NA19098.1.C01" 0.851831648426202 0.0882604493338814 0.0558531958328193 7.22604552953206e-05 0.00398244595180242
"NA19098.1.C02" 0.866650486676004 0.0914352990896651 0.0402766211673181 0.000161898140645055 0.0014756949263681
"NA19098.1.C03" 0.795260854630021 0.132438666319398 0.0685942248677672 0.000134662727085453 0.00357159145572791
"NA19098.1.C04" 0.789883952599424 0.132707163152706 0.0771736348834335 9.58878539214922e-05 0.000139361510514719
"NA19098.1.C05" 0.780071429088018 0.164967937153847 0.054121428474104 0.000701395004327602 0.000137810279703466
"NA19098.1.C06" 0.811879692937542 0.153627538368386 0.0329568032907468 0.000422661671751946 0.00111330373157416
"NA19098.1.C07" 0.852454348140203 0.0958439566663369 0.0439927735037845 0.000172281212586958 0.00753664047708896
"NA19098.1.C08" 0.748475206250187 0.159397722488216 0.0915972080498428 0.00017751783544273 0.000352345376311577
"NA19098.1.C09" 0.807746606782635 0.119855040393532 0.071564553705107 8.2161082596133e-05 0.000751638036129416
