"1" "2" "3"
"NA19239.1.A01" 0.204522854815535 0.590369352304571 0.205107792879895
"NA19239.1.A02" 0.251359296900102 0.554533728758973 0.194106974340925
"NA19239.1.A03" 0.182617753731917 0.577071856052916 0.240310390215167
"NA19239.1.A04" 0.553154037266228 0.214979348292389 0.231866614441384
"NA19239.1.A05" 0.619227131859534 0.16991935637883 0.210853511761636
"NA19239.1.A06" 0.388785853388892 0.433056331605366 0.178157815005741
"NA19239.1.A07" 0.370213279551843 0.24129794679872 0.388488773649437
"NA19239.1.A08" 0.354397541115753 0.334273011280144 0.311329447604104
"NA19239.1.A09" 0.402589203782393 0.337164867348053 0.260245928869554
"NA19239.1.A10" 0.370787359637622 0.208327861148131 0.420884779214246
"NA19239.1.A11" 0.434851029344452 0.281213154913302 0.283935815742246
"NA19239.1.A12" 0.308275489787932 0.295885255514467 0.395839254697601
"NA19239.1.B01" 0.187023921566604 0.544645157007961 0.268330921425436
"NA19239.1.B02" 0.272390213727666 0.551520687381757 0.176089098890577
"NA19239.1.B03" 0.167922128566928 0.64849745104534 0.183580420387732
"NA19239.1.B04" 0.527053173570268 0.293303686276928 0.179643140152804
"NA19239.1.B05" 0.537790388838489 0.281104702929414 0.181104908232098
"NA19239.1.B06" 0.263041485663893 0.170010732767682 0.566947781568425
"NA19239.1.B07" 0.421391089121463 0.258033366092258 0.320575544786279
"NA19239.1.B08" 0.398265942175624 0.370395025354896 0.23133903246948
"NA19239.1.B09" 0.428901834555348 0.273648045749508 0.297450119695144
"NA19239.1.B10" 0.337529028505773 0.302624097984394 0.359846873509833
"NA19239.1.B11" 0.350499593707529 0.229093069393449 0.420407336899022
"NA19239.1.B12" 0.30962964342393 0.244125485203907 0.446244871372163
"NA19239.1.C01" 0.195048168590855 0.567164311774427 0.237787519634718
"NA19239.1.C02" 0.181140864933951 0.612566712062802 0.206292423003246
"NA19239.1.C03" 0.181693299411236 0.438217771699499 0.380088928889265
"NA19239.1.C04" 0.554615334247628 0.2633520411077 0.182032624644672
"NA19239.1.C05" 0.527156843080638 0.170319116511277 0.302524040408085
"NA19239.1.C06" 0.466564726024594 0.259534411331613 0.273900862643793
"NA19239.1.C07" 0.496023053329 0.237890611749469 0.266086334921531
"NA19239.1.C08" 0.45133925245783 0.359077676158239 0.189583071383931
"NA19239.1.C09" 0.474643288706105 0.345954752186491 0.179401959107404
"NA19239.1.C10" 0.502965037254973 0.277057768567867 0.21997719417716
"NA19239.1.C11" 0.403836769484879 0.243125911001715 0.353037319513406
"NA19239.1.C12" 0.388894483845789 0.308417872352696 0.302687643801516
"NA19239.1.D01" 0.168815832791981 0.448393809426791 0.382790357781227
"NA19239.1.D02" 0.167817799394908 0.655661047296061 0.176521153309031
"NA19239.1.D03" 0.168483615140537 0.38711451222727 0.444401872632192
"NA19239.1.D04" 0.545136793215911 0.267013828232337 0.187849378551752
"NA19239.1.D05" 0.577583874450013 0.216639401702451 0.205776723847536
"NA19239.1.D06" 0.550259952110045 0.194130229703876 0.255609818186079
"NA19239.1.D07" 0.282805768781801 0.196964614059191 0.520229617159008
"NA19239.1.D08" 0.340404739990905 0.19647668801101 0.463118571998085
"NA19239.1.D09" 0.270196961214752 0.201818298303534 0.527984740481715
"NA19239.1.D10" 0.360225542968258 0.424727547774831 0.215046909256912
"NA19239.1.D11" 0.362969619746909 0.220690320151449 0.416340060101641
"NA19239.1.D12" 0.388972957654129 0.363400818156209 0.247626224189661
"NA19239.1.E01" 0.168396830299492 0.335285303257768 0.49631786644274
"NA19239.1.E02" 0.231976693143134 0.524368060511363 0.243655246345503
"NA19239.1.E03" 0.168280344908725 0.314664418668182 0.517055236423093
"NA19239.1.E04" 0.522889964512657 0.289116108765359 0.187993926721984
"NA19239.1.E05" 0.426581057916441 0.170381733505078 0.403037208578482
"NA19239.1.E06" 0.596166813126971 0.224310331879089 0.17952285499394
"NA19239.1.E07" 0.508780673528357 0.268489222126166 0.222730104345477
"NA19239.1.E08" 0.460911535320629 0.295335314074838 0.243753150604533
"NA19239.1.E09" 0.478694084445463 0.265191870547477 0.25611404500706
"NA19239.1.E10" 0.414803910777995 0.34631002281575 0.238886066406256
"NA19239.1.E11" 0.499158641627467 0.231684956278665 0.269156402093869
"NA19239.1.E12" 0.397572903648816 0.199720345577317 0.402706750773868
"NA19239.1.F01" 0.287916321720504 0.41774649588065 0.294337182398846
"NA19239.1.F02" 0.16789834579526 0.640341762619184 0.191759891585556
"NA19239.1.F03" 0.240620693266801 0.492456400269762 0.266922906463438
"NA19239.1.F04" 0.615248423016465 0.205252445409314 0.179499131574221
"NA19239.1.F05" 0.266517456203231 0.169818088994968 0.563664454801801
"NA19239.1.F06" 0.61237699357222 0.208140361309853 0.179482645117927
"NA19239.1.F07" 0.385223885885488 0.425041990422545 0.189734123691967
"NA19239.1.F08" 0.493371150858728 0.235459348531708 0.271169500609563
"NA19239.1.F09" 0.388160662148217 0.305944712863563 0.30589462498822
"NA19239.1.F10" 0.284023176307123 0.211247706357294 0.504729117335583
"NA19239.1.F11" 0.29113082788323 0.205860315968095 0.503008856148674
"NA19239.1.F12" 0.514656712454578 0.262020081896586 0.223323205648836
"NA19239.1.G01" 0.172205222045409 0.384068654992295 0.443726122962296
"NA19239.1.G02" 0.185700120828756 0.603647194430309 0.210652684740936
"NA19239.1.G03" 0.185803241350559 0.572112038663551 0.24208471998589
"NA19239.1.G04" 0.592662589354604 0.170152472158274 0.237184938487122
"NA19239.1.G05" 0.526713537094551 0.170353969070925 0.302932493834524
"NA19239.1.G06" 0.524634343433269 0.255077143721564 0.220288512845167
"NA19239.1.G07" 0.330064592441462 0.432157429040781 0.237777978517758
"NA19239.1.G08" 0.449120588203864 0.264590537379488 0.286288874416648
"NA19239.1.G09" 0.399066573089655 0.367118634268285 0.23381479264206
"NA19239.1.G10" 0.288620901598143 0.178822257543242 0.532556840858615
"NA19239.1.G11" 0.473636871564136 0.257473593288006 0.268889535147858
"NA19239.1.G12" 0.291846629357921 0.21856342753592 0.489589943106158
"NA19239.1.H01" 0.168470497114882 0.384965973727042 0.446563529158077
"NA19239.1.H02" 0.168333107547141 0.416674313261621 0.414992579191238
"NA19239.1.H03" 0.177179797796218 0.435261141824922 0.38755906037886
"NA19239.1.H04" 0.340855200190334 0.170214659185788 0.488930140623878
"NA19239.1.H05" 0.483158574414108 0.19500593367948 0.321835491906413
"NA19239.1.H06" 0.571605792470899 0.170392413102223 0.258001794426878
"NA19239.1.H07" 0.415972666996456 0.371354055894672 0.212673277108872
"NA19239.1.H08" 0.275119862487035 0.292440286530075 0.43243985098289
"NA19239.1.H09" 0.28478974122028 0.240029910273135 0.475180348506585
"NA19239.1.H10" 0.359595939608966 0.342452579648147 0.297951480742888
"NA19239.1.H11" 0.324736416278342 0.216270688896577 0.458992894825081
"NA19239.1.H12" 0.404309856329255 0.29600895533083 0.299681188339915
