"1" "2" "3" "4"
"NA19239.1.A01" 0.161128812205102 0.157654521162788 0.142616138244222 0.538600528387888
"NA19239.1.A02" 0.320879362641852 0.127647598200943 0.138910390909473 0.412562648247731
"NA19239.1.A03" 0.294667345963657 0.127048308434619 0.178900692985268 0.399383652616456
"NA19239.1.A04" 0.242541489074002 0.463276975467179 0.166014149340406 0.128167386118413
"NA19239.1.A05" 0.358173966879609 0.365218324651472 0.148868059792174 0.127739648676745
"NA19239.1.A06" 0.125796402441169 0.378714508899662 0.126567422629372 0.368921666029797
"NA19239.1.A07" 0.451057881272155 0.135226100018254 0.27876221176815 0.13495380694144
"NA19239.1.A08" 0.318044829570553 0.205705085843149 0.228448050939009 0.24780203364729
"NA19239.1.A09" 0.519977364474254 0.127172614714709 0.183518720356926 0.169331300454112
"NA19239.1.A10" 0.232534861537677 0.268773467948973 0.344538286131027 0.154153384382323
"NA19239.1.A11" 0.303740276714779 0.271031168835392 0.218244804291181 0.206983750158648
"NA19239.1.A12" 0.306045084130676 0.156647976432657 0.316874448930132 0.220432490506534
"NA19239.1.B01" 0.240815366929498 0.126942190931135 0.192025933108124 0.440216509031242
"NA19239.1.B02" 0.334065477830428 0.127009655936112 0.128002347244088 0.410922518989372
"NA19239.1.B03" 0.126069270223144 0.126251357063876 0.126385284870692 0.621294087842288
"NA19239.1.B04" 0.161769461033609 0.489843590353809 0.127208216332635 0.221178732279946
"NA19239.1.B05" 0.398823891385165 0.336026363084134 0.136802569361557 0.128347176169144
"NA19239.1.B06" 0.125843059207763 0.280547996031613 0.466918190620185 0.126690754140439
"NA19239.1.B07" 0.48836762372537 0.132093541253305 0.234817729170837 0.144721105850488
"NA19239.1.B08" 0.553350399902786 0.127009075961853 0.176474693822226 0.143165830313135
"NA19239.1.B09" 0.451902295407982 0.171172202021032 0.216020044003612 0.160905458567375
"NA19239.1.B10" 0.15458492549621 0.296864291533164 0.280861301776178 0.267689481194449
"NA19239.1.B11" 0.301788745173502 0.202969723593645 0.343615399818155 0.151626131414699
"NA19239.1.B12" 0.139447651460289 0.281160384598861 0.363798267126701 0.21559369681415
"NA19239.1.C01" 0.289433709617756 0.127029201686851 0.168738150539691 0.414798938155701
"NA19239.1.C02" 0.157071090192697 0.138356290123384 0.139608107221136 0.564964512462783
"NA19239.1.C03" 0.166483859102101 0.14702874333369 0.294586517761451 0.391900879802759
"NA19239.1.C04" 0.368358136420676 0.368928443981673 0.13460648594686 0.128106933650791
"NA19239.1.C05" 0.202178526743915 0.442018471822734 0.228377578174237 0.127425423259114
"NA19239.1.C06" 0.125826412566016 0.494804192949587 0.179395265631493 0.199974128852904
"NA19239.1.C07" 0.57700859881997 0.126599306715242 0.168652500663963 0.127739593800825
"NA19239.1.C08" 0.546866662182935 0.128068545862878 0.139058932632587 0.186005859321599
"NA19239.1.C09" 0.368661291045252 0.276803468813509 0.128468594648478 0.226066645492762
"NA19239.1.C10" 0.318745505212649 0.328053233341136 0.159211985199299 0.193989276246917
"NA19239.1.C11" 0.281964913201746 0.267971475766096 0.280764323770149 0.16929928726201
"NA19239.1.C12" 0.347604002534365 0.193938625370281 0.234645548100291 0.223811823995062
"NA19239.1.D01" 0.184902544909768 0.126944735619749 0.309645729242256 0.378506990228226
"NA19239.1.D02" 0.125442661974144 0.125752631164857 0.125969104521817 0.622835602339183
"NA19239.1.D03" 0.178664218418498 0.12692912796033 0.368311969868228 0.326094683752944
"NA19239.1.D04" 0.366948987281507 0.363372281970953 0.141447097292488 0.128231633455051
"NA19239.1.D05" 0.130123751366546 0.550236604407078 0.144802451153691 0.174837193072685
"NA19239.1.D06" 0.175854031521416 0.51762664797717 0.175922037359802 0.130597283141612
"NA19239.1.D07" 0.364532804246954 0.126888545029419 0.380600623669313 0.127978027054313
"NA19239.1.D08" 0.421409113078714 0.127040106626683 0.323511132210677 0.128039648083926
"NA19239.1.D09" 0.317603006968291 0.127515770592026 0.426213826753446 0.128667395686238
"NA19239.1.D10" 0.14825861465097 0.295991680352185 0.158832941189189 0.396916763807657
"NA19239.1.D11" 0.172927125904035 0.315410701413449 0.333094712274557 0.178567460407959
"NA19239.1.D12" 0.245889391259339 0.27847744454002 0.181851390376547 0.293781773824094
"NA19239.1.E01" 0.181362358407479 0.126803087249211 0.412207571202082 0.279626983141227
"NA19239.1.E02" 0.339479166691603 0.1269213915015 0.169746966908764 0.363852474898132
"NA19239.1.E03" 0.147434474583512 0.126585823977156 0.436806536040912 0.28917316539842
"NA19239.1.E04" 0.12576890018933 0.51810209607848 0.126712132576254 0.229416871155936
"NA19239.1.E05" 0.159614544754827 0.391458413077966 0.321779927395054 0.127147114772153
"NA19239.1.E06" 0.211240468257122 0.516444001310952 0.127467220863017 0.144848309568909
"NA19239.1.E07" 0.591414097997644 0.126827194301476 0.154004563065313 0.127754144635567
"NA19239.1.E08" 0.565906058238215 0.127338173764828 0.169760154562082 0.136995613434874
"NA19239.1.E09" 0.563180626148711 0.12916702821313 0.17833831938016 0.129314026257999
"NA19239.1.E10" 0.425533003842522 0.193087140551333 0.198197754005446 0.183182101600699
"NA19239.1.E11" 0.334081147772868 0.304327668756352 0.20283300786286 0.15875817560792
"NA19239.1.E12" 0.261855084908758 0.270646653533347 0.321264220967376 0.146234040590519
"NA19239.1.F01" 0.343752465765666 0.129206597003231 0.213951187089405 0.313089750141697
"NA19239.1.F02" 0.125535241701916 0.125774529025214 0.133773849336763 0.614916379936107
"NA19239.1.F03" 0.280040588239617 0.152946565400324 0.204544348995427 0.362468497364632
