"1" "2" "3"
"NA19098.1.A01" 0.909353253769272 0.0899312959125995 0.000715450318128107
"NA19098.1.A02" 0.945878321385994 0.0525286368660496 0.00159304174795684
"NA19098.1.A03" 0.892078748228502 0.107589382357076 0.000331869414422674
"NA19098.1.A04" 0.89721538707125 0.101659269424115 0.00112534350463577
"NA19098.1.A05" 0.941308768974699 0.0568204956884569 0.00187073533684368
"NA19098.1.A06" 0.950610090054984 0.0480863086582121 0.00130360128680369
"NA19098.1.A07" 0.936215091666259 0.0633918669719867 0.000393041361754527
"NA19098.1.A08" 0.972834300405405 0.0262968905756833 0.000868809018911762
"NA19098.1.A09" 0.94452306322101 0.0533612060165268 0.00211573076246289
"NA19098.1.A10" 0.967978049378361 0.0306762696515491 0.00134568097008973
"NA19098.1.A11" 0.935501743282298 0.0623988779968113 0.00209937872089021
"NA19098.1.A12" 0.966636230795714 0.0319848642528606 0.00137890495142514
"NA19098.1.B01" 0.976962978850127 0.0226130048200213 0.000424016329852082
"NA19098.1.B02" 0.947841801038805 0.0494926543254548 0.0026655446357405
"NA19098.1.B03" 0.913087154914203 0.0849882528262258 0.00192459225957149
"NA19098.1.B05" 0.962581830676423 0.0364863987011237 0.000931770622453496
"NA19098.1.B06" 0.942698012077445 0.0558060655491394 0.00149592237341551
"NA19098.1.B07" 0.972062290007182 0.0269575845597202 0.000980125433098312
"NA19098.1.B08" 0.972926421028588 0.0186708578133051 0.00840272115810679
"NA19098.1.B09" 0.916055271715861 0.0799003115464521 0.00404441673768657
"NA19098.1.B10" 0.781905768448593 0.21775668259808 0.000337548953326329
"NA19098.1.B11" 0.91980030330306 0.0801081883630376 9.1508333902747e-05
"NA19098.1.B12" 0.971973495691013 0.0269025547578154 0.00112394955117159
"NA19098.1.C01" 0.962990900206433 0.0345393645378572 0.00246973525570974
"NA19098.1.C02" 0.974380393987288 0.02437331536417 0.00124629064854196
"NA19098.1.C03" 0.941582834203095 0.0558822251017796 0.00253494069512535
"NA19098.1.C04" 0.937716664445587 0.0621094051807813 0.000173930373631288
"NA19098.1.C05" 0.943787530147407 0.055551206428152 0.000661263424441199
"NA19098.1.C06" 0.966570312218493 0.0322268299121196 0.00120285786938743
"NA19098.1.C07" 0.966411433836507 0.0280068108917596 0.00558175527173327
"NA19098.1.C08" 0.915232499531866 0.0844973832131773 0.00027011725495638
"NA19098.1.C09" 0.946222611702253 0.053514326142465 0.000263062155282136
"NA19098.1.C10" 0.972409704415906 0.0265348608666023 0.00105543471749222
"NA19098.1.C11" 0.974611757400981 0.0245130153121126 0.000875227286906678
"NA19098.1.C12" 0.903782928085254 0.0935520539836009 0.00266501793114466
"NA19098.1.D01" 0.921295030259954 0.0782661203868044 0.000438849353241405
"NA19098.1.D02" 0.961806338737891 0.0372461211102455 0.000947540151863512
"NA19098.1.D03" 0.96746051335243 0.0301374524499804 0.00240203419759018
"NA19098.1.D04" 0.961608507138274 0.0380445737499297 0.000346919111796693
"NA19098.1.D05" 0.868105545807443 0.1317716463621 0.000122807830457584
"NA19098.1.D06" 0.975417325489602 0.0245144004066209 6.82741037770959e-05
"NA19098.1.D07" 0.707718144249574 0.291741777548881 0.000540078201544803
"NA19098.1.D08" 0.948868275896133 0.0486907541928618 0.00244096991100529
"NA19098.1.D09" 0.920481705871646 0.0760899107811712 0.00342838334718227
"NA19098.1.D10" 0.955325241723925 0.0409136852358044 0.00376107304027078
"NA19098.1.D11" 0.895711006109708 0.103053717373849 0.00123527651644281
"NA19098.1.D12" 0.976498726961295 0.0224758711679944 0.00102540187071081
"NA19098.1.E01" 0.936491838394177 0.0613550621579475 0.00215309944787517
"NA19098.1.E02" 0.962682675423839 0.03512113189227 0.00219619268389093
"NA19098.1.E03" 0.969051756345593 0.0302993664414426 0.000648877212964047
"NA19098.1.E05" 0.929064401141932 0.0692176413480767 0.00171795750999114
"NA19098.1.E06" 0.955170132836741 0.0430558119479915 0.00177405521526786
"NA19098.1.E07" 0.902657475197965 0.0967827468542759 0.000559777947759191
"NA19098.1.E08" 0.976111089146001 0.0231867346051463 0.000702176248852729
"NA19098.1.E09" 0.948452361594077 0.0440827396043287 0.00746489880159425
"NA19098.1.E10" 0.96606024929428 0.0321615659938637 0.00177818471185578
"NA19098.1.E11" 0.943786603215444 0.0533043182837121 0.00290907850084389
"NA19098.1.E12" 0.939379793009364 0.0601639324315109 0.00045627455912484
"NA19098.1.F01" 0.942749256845797 0.0492830602801044 0.00796768287409816
"NA19098.1.F02" 0.975263376680542 0.0243564088598473 0.00038021445961081
"NA19098.1.F03" 0.971498373220516 0.0283664997755452 0.000135127003938288
"NA19098.1.F04" 0.854857727231368 0.145054826661934 8.74461066983194e-05
"NA19098.1.F06" 0.741096602772199 0.258394619093671 0.000508778134130022
"NA19098.1.F07" 0.902811951489337 0.0964587211064784 0.000729327404184148
"NA19098.1.F08" 0.934401836623282 0.0641608419525422 0.00143732142417597
"NA19098.1.F09" 0.946250732133003 0.0455348876988646 0.00821438016813281
"NA19098.1.F10" 0.969019012510073 0.0309151281729539 6.58593169730139e-05
"NA19098.1.F11" 0.965773774344885 0.033764506699729 0.000461718955386127
"NA19098.1.F12" 0.940374271379676 0.0541275140258722 0.00549821459445153
"NA19098.1.G01" 0.912604685776438 0.0871919743108267 0.000203339912735377
"NA19098.1.G02" 0.952592640184806 0.0472352530018416 0.000172106813352399
"NA19098.1.G03" 0.911834905281899 0.0868890450862389 0.00127604963186185
"NA19098.1.G04" 0.942436557223466 0.0561070214875242 0.00145642128901022
"NA19098.1.G05" 0.962012682839988 0.0371468272913229 0.000840489868688872
"NA19098.1.G06" 0.944146505830094 0.0540844763927624 0.00176901777714364
"NA19098.1.G07" 0.930316126919647 0.0690447976138386 0.000639075466514467
"NA19098.1.G08" 0.931932872873028 0.0651625298145157 0.00290459731245682
"NA19098.1.G09" 0.946343010965502 0.0528820006925803 0.000774988341917342
"NA19098.1.G10" 0.958699020246356 0.0411670920430867 0.000133887710557047
"NA19098.1.G11" 0.97083804061227 0.0290121722943636 0.000149787093366888
"NA19098.1.G12" 0.934358576054751 0.0654437086926161 0.00019771525263249
"NA19098.1.H01" 0.961713341303154 0.0372932231813139 0.000993435515532377
"NA19098.1.H02" 0.917908007707565 0.0816058931181311 0.000486099174303819
"NA19098.1.H03" 0.907438556943441 0.0922163949556205 0.00034504810093843
"NA19098.1.H04" 0.949142948035177 0.0506670593188718 0.000189992645950905
"NA19098.1.H05" 0.958156678327834 0.0409204200293879 0.000922901642777878
"NA19098.1.H06" 0.825140939307419 0.174517385818352 0.000341674874228427
"NA19098.1.H07" 0.92342723622298 0.0764798982829253 9.28654940949606e-05
"NA19098.1.H08" 0.811124512077592 0.188177380920644 0.000698107001763991
"NA19098.1.H09" 0.828131411850216 0.166160552367067 0.00570803578271671
"NA19098.1.H10" 0.942692713807043 0.0562617438547977 0.00104554233815896
"NA19098.1.H11" 0.967566199715664 0.0318108211120764 0.000622979172259456
"NA19098.1.H12" 0.911214295673775 0.0870637569648672 0.00172194736135831
"NA19098.2.A01" 0.425108719077491 0.574810146505247 8.11344172621277e-05
"NA19098.2.A02" 0.770035732670352 0.229255129911705 0.000709137417943537
"NA19098.2.A03" 0.768743572698852 0.231072032014453 0.000184395286695338
"NA19098.2.A04" 0.78889425493697 0.211050933869282 5.48111937481584e-05
"NA19098.2.A05" 0.845154538362596 0.1546269082964 0.000218553341004007
