"1" "2" "3" "4" "5"
"NA19239.1.A01" 0.216778360820766 0.476216568042662 0.00119310105820211 0.0415284293593272 0.264283540719043
"NA19239.1.A02" 0.806567466029566 0.063619398426789 0.024203846283884 0.0456510764082328 0.0599582128515283
"NA19239.1.A04" 0.558469549300905 0.122526507247931 0.191936259019422 0.0449371584706345 0.0821305259611076
"NA19239.1.A05" 0.63142826220945 0.0283130004206794 0.000150724577473179 0.340028283518774 7.97292736236021e-05
"NA19239.1.A06" 0.00106994158158004 0.000427559894914553 0.000179737315665052 0.000160625578221988 0.998162135629618
"NA19239.1.A07" 0.283965088472203 0.266203553547869 0.275684651885292 0.165290545937567 0.00885616015706827
"NA19239.1.A09" 0.590854939628365 0.155566707765774 0.164079363586762 0.0205644330554485 0.0689345559636501
"NA19239.1.A10" 0.336965929071214 0.144560511833564 0.277901497395331 0.177359274887328 0.0632127868125636
"NA19239.1.A11" 0.504671006582479 0.374386683806626 0.000526211723145344 0.108864295408023 0.011551802479727
"NA19239.1.A12" 0.452011123405373 0.121155222491153 0.304354940464185 0.0424248757891312 0.0800538378501582
"NA19239.1.B01" 0.429950254139694 0.439111448465991 0.0509948883502473 0.0747104520484376 0.00523295699562929
"NA19239.1.B02" 0.832503941691884 0.0762718100857243 0.00370505674210649 0.000472274432686694 0.0870469170475988
"NA19239.1.B03" 0.0704865278080105 0.692113969525355 0.000252004154047199 0.000110327755257707 0.23703717075733
"NA19239.1.B04" 0.4940130120917 0.417748221827256 0.00367482709453114 0.000149123607544209 0.0844148153789688
"NA19239.1.B06" 0.000410689958656881 0.0240649535622201 0.97476610517905 0.000670544637821888 8.7706662251055e-05
"NA19239.1.B09" 0.479916721616128 0.27014406938766 0.200815045909114 0.00397894647525784 0.0451452166118404
"NA19239.1.B10" 0.0462663733017339 0.655685891287908 0.105705266539863 0.0726746173651989 0.119667851505296
"NA19239.1.B11" 0.480806664550619 0.112789624244573 0.330464314124805 0.0752003467509013 0.00073905032910108
"NA19239.1.B12" 0.0263127844026127 0.17345262356326 0.442163108643646 0.0455617557079944 0.312509727682487
"NA19239.1.C01" 0.765712101836182 0.0695399902539864 0.119650757908079 0.0239783954729197 0.0211187545288337
"NA19239.1.C02" 0.151288047810085 0.677175905717144 0.000113299358143839 0.020383657903356 0.151039089211271
"NA19239.1.C03" 0.28233293878929 0.29057608151622 0.149486454484622 0.261562308038949 0.0160422171709193
"NA19239.1.C04" 0.731524462519638 0.096304257728452 0.135000974237884 0.00273153894036114 0.0344387665736646
"NA19239.1.C05" 0.457830683082161 0.000126446666650836 0.0699343074578886 0.471919545800734 0.000189016992565959
"NA19239.1.C06" 0.00042207886874632 0.836148106513189 0.0565655215876773 0.0322427424585641 0.0746215505718237
"NA19239.1.C07" 0.673202576381997 0.0846759305632451 0.0222301910192645 0.219572802087922 0.00031849994757182
"NA19239.1.C08" 0.739743038665219 0.181962756909187 0.0526619526233993 9.6305493223364e-05 0.0255359463089713
"NA19239.1.C09" 0.324173336712146 0.371382455904281 0.000486282706611097 0.000115713074657664 0.303842211602305
"NA19239.1.C10" 0.605242774530449 0.310098150089541 0.000162837537869072 0.0346364398388603 0.0498597980032805
"NA19239.1.C11" 0.482048304422435 0.16001752494442 0.000701078248908306 0.324271998498927 0.0329610938853094
"NA19239.1.C12" 0.675554350342368 0.00850968290718456 0.188339410669988 0.00136666052360092 0.126229895556859
"NA19239.1.D01" 0.376298628453896 0.114178474712418 0.479600973069641 0.00028108371759234 0.0296408400464523
"NA19239.1.D02" 0.00011129283144696 0.343339283325819 0.00864358432532362 7.04861523406845e-05 0.64783535336507
"NA19239.1.D03" 0.210175787715992 0.275648235940442 0.387587701868143 0.126480620153312 0.000107654322110843
"NA19239.1.D04" 0.676515235548636 0.114166939835903 0.111689754471324 0.0310056745167054 0.0666223956274313
"NA19239.1.D05" 0.000150339009488667 4.58462538085278e-05 5.46458243123907e-05 0.282775553123517 0.716973615788873
"NA19239.1.D06" 0.149256903997541 0.675147302165021 0.000134298772915325 0.175394152964018 6.73421005054406e-05
"NA19239.1.D07" 8.0826827395817e-05 0.204587286419813 0.050781411286051 0.720852509898192 0.0236979655685486
"NA19239.1.D08" 0.173499023821502 0.00015707491225529 0.186213308356157 0.515593911067238 0.124536681842847
"NA19239.1.D09" 0.145754442036125 0.0435042121649067 0.809713589838745 0.000597964328613244 0.000429791631610505
"NA19239.1.D10" 0.000221760592143135 0.0577448667892526 0.00953328212714788 0.0576329519316001 0.874867138559856
"NA19239.1.D11" 0.183440373352576 0.482323780552848 0.191018914925434 0.125310034420476 0.017906896748667
"NA19239.1.D12" 0.318347320983625 0.620766940707702 0.00840955158606807 0.000351275171345671 0.0521249115512594
"NA19239.1.E01" 0.226714774594471 0.000243007209039685 0.397508913490707 0.34917536481857 0.0263579398872117
"NA19239.1.E02" 0.732052348217662 0.0640937383080999 0.0142799189081298 0.164722085164138 0.0248519094019707
"NA19239.1.E03" 0.000357430017519851 0.240963303002483 0.00745404337006934 0.751033065979873 0.000192157630054914
"NA19239.1.E04" 0.114233745018479 0.589709882227392 0.000653687578698634 0.000154165968312067 0.295248519207118
"NA19239.1.E05" 0.229517570771603 0.048299114081555 0.326689808906639 0.394668991326167 0.000824514914035534
"NA19239.1.E06" 0.685344529628334 0.240735161341334 0.000397477516922626 0.000383162916793592 0.0731396685966163
"NA19239.1.E07" 0.787402131698008 0.0614397540542914 0.0067395438784557 0.144232349265074 0.00018622110417086
